# X_606 Y_606 MAG_dp_606 ERR_dp_606 CHI_606 SHARP_606 STMAG_606 RA_606 DEC_606 X_814 Y_814 MAG_dp_814 ERR_dp_814 CHI_814 SHARP_814 STMAG_814 RA_814 DEC_814 ERR_606 ERR_814 sgFlag_606 sgFlag_814 sgXFlag
2111.964 2967.119 16.416 0.0915 2.112 1.053 27.1042 162.3293 51.0615 2113.811 2962.696 16.752 0.1025 1.799 0.947 27.5301 162.3293 51.0615 0.034 0.0425 0 0 0.0
3759.065 2967.681 14.873 0.0336 1.957 -0.087 25.5612 162.35 51.0523 3761.046 2964.849 14.922 0.0212 1.113 -0.118 25.7001 162.35 51.0523 0.0134 0.0148 1 1 1.0
5086.374 2968.422 15.918 0.0288 0.883 -0.201 26.6062 162.3668 51.0448 5088.345 2965.33 16.026 0.0392 1.162 -0.238 26.8041 162.3668 51.0448 0.0252 0.0279 1 1 1.0
2110.959 2971.437 15.928 0.0803 2.563 0.992 26.6162 162.3292 51.0615 2112.895 2968.061 16.46 0.0917 2.029 0.884 27.2381 162.3292 51.0615 0.0253 0.0358 0 0 0.0
2808.634 2973.416 15.694 0.0421 1.606 0.361 26.3822 162.338 51.0575 2810.639 2970.564 15.543 0.0175 0.577 -0.031 26.3211 162.338 51.0575 0.022 0.0211 0 1 0.8
2569.395 2975.256 15.025 0.0206 1.021 0.086 25.7132 162.335 51.0589 2571.309 2972.412 15.19 0.0178 0.727 0.027 25.9681 162.335 51.0589 0.0147 0.0172 1 1 1.0
4056.468 2978.125 16.434 0.041 0.92 -0.233 27.1222 162.3537 51.0505 4058.519 2975.314 16.398 0.0432 0.984 -0.161 27.1761 162.3537 51.0505 0.0344 0.0346 1 1 1.0
4613.669 2982.661 13.171 0.0186 1.741 -0.043 23.8592 162.3607 51.0473 4615.734 2979.736 13.505 0.0135 1.102 -0.086 24.2831 162.3607 51.0473 0.0085 0.0093 1 1 1.0
3913.616 2983.535 17.547 0.1543 1.623 -0.609 28.2352 162.3518 51.0513 3915.859 2981.15 17.14 0.0839 1.173 0.011 27.9181 162.3518 51.0513 0.0674 0.0533 0 1 0.6
2848.784 2988.749 18.141 0.151 0.913 -0.959 28.8292 162.3384 51.0572 2850.777 2985.961 17.792 0.0984 0.744 -0.012 28.5701 162.3384 51.0572 0.0966 0.0781 1 1 1.0
4226.938 2989.151 15.114 0.0302 1.528 0.074 25.8022 162.3558 51.0495 4228.857 2986.232 15.189 0.0308 1.497 -0.165 25.9671 162.3558 51.0495 0.0155 0.0172 1 1 1.0
2962.878 2994.212 12.624 0.0294 3.128 0.102 23.3122 162.3398 51.0565 2964.793 2991.402 13.056 0.0116 1.017 -0.006 23.8341 162.3398 51.0565 0.0085 0.0093 0 1 0.8
4622.37 2995.385 14.083 0.0251 1.919 0.04 24.7712 162.3607 51.0472 4624.431 2992.464 14.274 0.0189 1.236 -0.058 25.0521 162.3607 51.0472 0.0085 0.0103 1 1 1.0
4066.574 3005.236 18.902 0.4483 1.496 -2.562 29.5902 162.3536 51.0502 4068.454 3001.285 18.633 0.346 1.457 -1.547 29.4111 162.3536 51.0502 0.1531 0.128 1 1 1.0
4398.817 3008.89 15.476 0.0235 0.934 -0.01 26.1642 162.3577 51.0483 4400.601 3005.993 15.29 0.04 1.901 0.126 26.0681 162.3577 51.0483 0.0192 0.0182 1 0 0.8
178.887 3010.746 16.683 0.0541 0.937 0.328 27.3712 162.3045 51.072 181.832 3008.465 17.36 0.0767 0.765 0.312 28.1381 162.3045 51.072 0.04 0.0606 1 1 1.0
5295.065 3011.739 16.066 0.0874 2.758 0.953 26.7542 162.369 51.0433 5297.294 3009.187 16.436 0.1031 2.537 1.085 27.2141 162.369 51.0433 0.0275 0.0353 0 0 0.0
4544.572 3013.521 15.703 0.0343 1.255 -0.235 26.3912 162.3595 51.0475 4546.628 3010.717 15.464 0.0427 1.857 0.194 26.2421 162.3595 51.0475 0.0221 0.0202 1 0 0.8
3804.356 3018.863 17.219 0.0954 1.279 -0.042 27.9072 162.3502 51.0516 3806.502 3015.511 17.741 0.1148 0.966 -0.405 28.5191 162.3502 51.0516 0.0553 0.0758 1 1 1.0
3079.508 3020.62 14.946 0.029 1.602 0.306 25.6342 162.341 51.0557 3081.434 3017.787 15.016 0.0198 0.953 0.017 25.7941 162.341 51.0557 0.014 0.0156 0 1 0.8
4798.967 3022.883 17.048 0.0637 0.858 -0.422 27.7362 162.3627 51.046 4800.906 3019.863 16.66 0.0549 1.068 -0.112 27.4381 162.3627 51.046 0.0498 0.0403 1 1 1.0
4658.006 3025.792 14.181 0.0214 1.562 -0.071 24.8692 162.3609 51.0467 4659.94 3022.936 14.207 0.0185 1.247 0.031 24.9851 162.3609 51.0467 0.0088 0.0099 1 1 1.0
4175.81 3028.439 12.739 0.0168 1.676 -0.068 23.4272 162.3548 51.0494 4177.785 3025.537 13.079 0.034 3.378 -0.248 23.8571 162.3548 51.0494 0.0085 0.0093 1 0 0.8
813.983 3035.102 14.496 0.034 2.262 -0.203 25.1842 162.3123 51.0683 815.86 3032.259 14.678 0.027 1.585 -0.244 25.4561 162.3123 51.0683 0.0106 0.0129 0 0 0.1
4268.64 3039.409 18.346 0.2701 1.465 1.38 29.0342 162.3558 51.0488 4270.794 3034.91 16.03 0.1589 5.032 -1.371 26.8081 162.3558 51.0488 0.1094 0.0279 1 0 0.3
5201.555 3042.244 13.802 0.0205 1.67 0.003 24.4902 162.3676 51.0436 5203.566 3039.334 14.059 0.0163 1.153 -0.161 24.8371 162.3676 51.0436 0.0085 0.0093 1 1 1.0
1468.603 3050.271 16.907 0.1195 2.083 -0.736 27.5952 162.3204 51.0645 1472.25 3048.122 18.901 0.393 1.21 -2.044 29.6791 162.3204 51.0645 0.0458 0.1499 0 1 0.3
196.442 3049.829 17.873 0.1849 1.365 -1.123 28.5612 162.3043 51.0716 196.804 3048.273 17.381 0.1703 1.971 -1.005 28.1591 162.3043 51.0716 0.0821 0.0613 0 0 0.0
4310.412 3051.109 14.518 0.0373 2.507 -0.275 25.2062 162.3563 51.0485 4312.366 3048.154 14.624 0.0226 1.37 -0.186 25.4021 162.3563 51.0485 0.0108 0.0125 0 1 0.8
1083.898 3058.757 16.519 0.0668 1.432 0.464 27.2072 162.3155 51.0666 1085.497 3056.289 16.973 0.0921 1.431 0.659 27.7511 162.3154 51.0666 0.0362 0.0483 0 0 0.1
5147.373 3064.114 15.815 0.0517 1.781 0.529 26.5032 162.3667 51.0437 5149.699 3061.328 15.401 0.0747 3.405 0.936 26.1791 162.3667 51.0437 0.0236 0.0194 0 0 0.0
4376.417 3064.627 16.358 0.0517 1.213 -0.477 27.0462 162.357 51.048 4378.598 3061.837 16.168 0.0469 1.309 -0.119 26.9461 162.357 51.048 0.0328 0.0302 0 1 0.8
4598.037 3070.248 17.379 0.0929 1.071 0.034 28.0672 162.3597 51.0467 4600.642 3067.243 17.212 0.0803 1.033 -0.195 27.9901 162.3597 51.0467 0.0609 0.0556 1 1 1.0
5148.077 3071.236 15.808 0.1219 4.442 1.42 26.4962 162.3666 51.0436 5149.31 3068.658 16.231 0.0966 2.637 0.98 27.0091 162.3666 51.0436 0.0235 0.0314 0 0 0.0
5855.794 3088.354 17.642 0.2365 2.238 -1.956 28.3302 162.3754 51.0395 5856.859 3084.319 16.572 0.2452 5.283 -2.969 27.3501 162.3754 51.0395 0.0714 0.0382 0 0 0.0
5099.621 3089.602 16.14 0.2214 6.42 -1.799 26.8282 162.3659 51.0437 5100.723 3086.194 17.462 0.1673 1.953 -0.594 28.2401 162.3659 51.0438 0.0288 0.0643 0 0 0.0
1214.774 3089.985 16.315 0.0743 1.885 0.755 27.0032 162.3168 51.0656 1216.364 3086.399 16.795 0.1024 1.863 1.0 27.5731 162.3168 51.0656 0.032 0.0435 0 0 0.0
2365.675 3088.537 18.641 0.2789 1.111 -1.793 29.3292 162.3314 51.0591 2366.656 3087.346 17.197 0.1239 1.721 -0.176 27.9751 162.3313 51.0591 0.1308 0.0551 1 0 0.3
2470.956 3099.655 16.415 0.0874 2.148 0.949 27.1032 162.3326 51.0584 2473.134 3096.226 16.171 0.1073 3.158 1.168 26.9491 162.3326 51.0584 0.034 0.0303 0 0 0.0
5747.702 3106.982 17.035 0.088 1.301 -0.453 27.7232 162.3739 51.04 5749.675 3103.901 16.418 0.0538 1.266 -0.085 27.1961 162.3739 51.04 0.0495 0.035 1 1 1.0
1500.55 3110.19 15.934 0.0483 1.545 0.477 26.6222 162.3203 51.0638 1502.4 3107.175 16.105 0.0572 1.635 0.386 26.8831 162.3203 51.0638 0.0254 0.0292 0 0 0.1
3132.35 3117.899 16.216 0.0506 1.385 0.512 26.9042 162.3408 51.0546 3133.919 3115.457 16.864 0.0487 0.753 0.265 27.6421 162.3408 51.0546 0.0301 0.0453 0 1 0.8
3388.331 3128.534 15.355 0.0361 1.65 -0.142 26.0432 162.3439 51.0531 3390.254 3125.602 15.361 0.0251 1.052 -0.09 26.1391 162.3439 51.0531 0.0179 0.019 1 1 1.0
3133.656 3128.378 16.686 0.0359 0.616 -0.007 27.3742 162.3407 51.0545 3135.984 3126.218 16.348 0.0795 2.066 0.243 27.1261 162.3407 51.0545 0.04 0.0336 1 0 0.6
955.601 3130.184 16.845 0.0575 0.91 0.466 27.5332 162.3132 51.0667 957.728 3126.88 16.761 0.0493 0.803 0.087 27.5391 162.3132 51.0667 0.0441 0.0427 1 1 1.0
974.936 3130.902 15.341 0.0578 2.699 0.651 26.0292 162.3134 51.0666 976.974 3128.047 15.396 0.0717 3.231 0.969 26.1741 162.3134 51.0666 0.0177 0.0194 0 0 0.0
2558.299 3138.859 17.136 0.0696 0.918 0.516 27.8242 162.3334 51.0576 2559.77 3136.092 17.63 0.1085 0.965 0.322 28.4081 162.3333 51.0576 0.0526 0.071 1 1 1.0
2160.901 3142.15 18.443 0.2915 1.401 -1.559 29.1312 162.3283 51.0598 2163.568 3140.28 18.428 0.3659 1.783 -1.378 29.2061 162.3283 51.0598 0.116 0.1135 1 0 0.3
2074.431 3145.765 17.391 0.0955 1.054 0.437 28.0792 162.3272 51.0603 2075.355 3143.245 16.329 0.1131 2.89 1.257 27.1071 162.3272 51.0603 0.0613 0.0332 1 0 0.6
2561.357 3146.29 16.483 0.122 2.892 1.342 27.1712 162.3333 51.0576 2563.419 3143.673 16.65 0.1044 2.128 0.961 27.4281 162.3333 51.0576 0.0354 0.04 0 0 0.0
2071.098 3150.135 17.006 0.0897 1.395 0.27 27.6942 162.3271 51.0603 2073.24 3146.714 16.813 0.0961 1.622 0.687 27.5911 162.3271 51.0603 0.0486 0.044 1 0 0.6
2559.439 3151.335 15.789 0.0833 2.86 1.06 26.4772 162.3333 51.0575 2561.827 3149.615 15.927 0.0883 2.944 0.992 26.7051 162.3333 51.0575 0.0233 0.0263 0 0 0.0
1018.092 3153.567 16.883 0.0639 1.018 -0.204 27.5712 162.3138 51.0662 1020.185 3151.037 17.186 0.0944 1.197 -0.285 27.9641 162.3138 51.0662 0.0451 0.0547 1 1 1.0
4202.891 3156.597 16.683 0.0585 1.152 -0.458 27.3712 162.354 51.0483 4204.889 3153.74 16.47 0.0449 0.972 -0.21 27.2481 162.354 51.0483 0.04 0.036 1 1 1.0
3870.072 3157.394 16.922 0.0667 1.075 0.243 27.6102 162.3497 51.0501 3872.27 3153.652 17.074 0.0921 1.314 0.878 27.8521 162.3498 51.0501 0.0462 0.0513 1 0 0.8
3632.77 3158.281 15.873 0.0461 1.568 0.238 26.5612 162.3467 51.0515 3634.85 3155.3 16.513 0.0527 1.13 0.387 27.2911 162.3467 51.0515 0.0245 0.0369 1 1 1.0
1832.692 3159.897 16.359 0.1004 2.41 1.044 27.0472 162.324 51.0616 1834.336 3157.082 16.66 0.096 1.817 0.735 27.4381 162.324 51.0616 0.0328 0.0403 0 0 0.0
1836.089 3161.666 15.922 0.075 2.377 0.956 26.6102 162.324 51.0615 1837.715 3158.753 16.169 0.109 3.027 1.323 26.9471 162.324 51.0615 0.0252 0.0303 0 0 0.0
3967.967 3166.038 16.579 0.0681 1.476 0.494 27.2672 162.3509 51.0495 3970.051 3162.939 17.113 0.0949 1.367 0.74 27.8911 162.3509 51.0495 0.0375 0.0524 0 0 0.1
4251.513 3166.001 11.076 0.027 3.218 -0.366 21.7642 162.3545 51.0479 4253.538 3163.135 11.545 0.0368 4.393 -0.312 22.3231 162.3545 51.0479 0.0085 0.0093 0 0 0.1
4590.291 3174.714 16.894 0.0647 1.066 -0.103 27.5822 162.3587 51.0459 4592.478 3171.737 16.95 0.0549 0.816 -0.044 27.7281 162.3587 51.0459 0.0454 0.0477 1 1 1.0
1989.108 3174.731 18.531 0.249 1.079 -1.395 29.2192 162.3258 51.0606 1989.878 3172.937 17.234 0.1875 2.54 -0.816 28.0121 162.3258 51.0606 0.1223 0.0563 1 0 0.3
2455.347 3175.34 18.754 0.3507 1.289 -2.939 29.4422 162.3317 51.0579 2456.797 3173.906 18.526 0.3484 1.379 -2.929 29.3041 162.3317 51.0579 0.14 0.1202 0 0 0.0
1463.791 3176.295 14.723 0.0601 3.777 0.841 25.4112 162.3192 51.0635 1465.827 3173.481 15.17 0.0827 4.275 1.02 25.9481 162.3192 51.0635 0.0122 0.017 0 0 0.0
3183.39 3175.992 18.056 0.2173 1.496 -1.741 28.7442 162.3409 51.0538 3186.595 3174.336 18.145 0.2934 1.695 -2.641 28.9231 162.3409 51.0538 0.0918 0.0961 0 0 0.0
654.775 3181.122 17.283 0.099 1.039 0.153 27.9712 162.3089 51.068 657.597 3178.491 16.39 0.0964 2.154 0.929 27.1681 162.309 51.068 0.0575 0.0344 1 0 0.6
4714.89 3184.445 15.403 0.0303 1.294 0.092 26.0912 162.3602 51.0452 4716.895 3181.716 15.327 0.0166 0.639 -0.067 26.1051 162.3602 51.0452 0.0184 0.0186 1 1 1.0
4873.708 3185.629 19.048 0.4661 1.35 -2.804 29.7362 162.3622 51.0443 4875.446 3182.421 18.383 0.2604 1.274 -1.586 29.1611 162.3622 51.0443 0.1673 0.1105 1 1 1.0
2096.128 3185.622 16.441 0.0691 1.629 0.59 27.1292 162.3271 51.0599 2097.942 3183.001 16.181 0.0842 2.372 0.873 26.9591 162.3271 51.0599 0.0345 0.0305 0 0 0.0
4050.159 3188.523 16.714 0.0451 0.807 0.102 27.4022 162.3517 51.0489 4051.894 3185.97 17.106 0.0451 0.54 -0.121 27.8841 162.3517 51.0489 0.0407 0.0522 1 1 1.0
664.563 3188.733 17.427 0.0947 0.871 -0.148 28.1152 162.309 51.0679 666.556 3186.368 17.269 0.0736 0.713 0.224 28.0471 162.309 51.0679 0.0627 0.0574 1 1 1.0
3745.785 3189.423 14.676 0.0327 2.067 0.091 25.3642 162.3479 51.0506 3747.729 3186.595 14.733 0.0199 1.123 -0.113 25.5111 162.3479 51.0506 0.0119 0.0133 1 1 1.0
3322.014 3189.599 16.291 0.0982 2.715 1.19 26.9792 162.3425 51.0529 3324.254 3186.677 16.566 0.0983 2.189 0.993 27.3441 162.3425 51.0529 0.0315 0.0381 0 0 0.0
4265.68 3190.121 17.593 0.2591 2.516 -1.867 28.2812 162.3544 51.0476 4268.224 3187.599 19.34 0.5302 1.167 -3.136 30.1181 162.3544 51.0476 0.0693 0.1942 0 1 0.3
2666.317 3191.308 15.945 0.0854 2.967 1.019 26.6332 162.3343 51.0566 2667.977 3188.53 15.806 0.0925 3.428 1.103 26.5841 162.3342 51.0566 0.0256 0.0245 0 0 0.0
704.256 3192.003 16.883 0.0868 1.405 0.739 27.5712 162.3095 51.0676 705.868 3187.527 17.244 0.121 1.501 0.775 28.0221 162.3095 51.0677 0.0451 0.0566 0 0 0.0
5683.11 3195.869 15.997 0.0446 1.378 0.284 26.6852 162.3723 51.0396 5685.038 3193.038 16.625 0.0513 0.998 0.365 27.4031 162.3723 51.0396 0.0264 0.0394 1 1 1.0
4177.368 3195.494 18.77 0.3978 1.484 -2.237 29.4582 162.3533 51.0481 4178.107 3194.151 16.942 0.2558 4.217 -3.686 27.7201 162.3533 51.0481 0.1414 0.0474 1 0 0.3
4085.299 3199.564 13.183 0.023 2.085 -0.204 23.8712 162.3521 51.0486 4087.203 3196.664 13.546 0.0153 1.268 -0.047 24.3241 162.3521 51.0486 0.0085 0.0093 1 1 1.0
5075.345 3200.145 16.771 0.0484 0.841 -0.065 27.4592 162.3646 51.043 5077.312 3197.142 16.45 0.0559 1.294 -0.331 27.2281 162.3646 51.043 0.0421 0.0356 1 1 1.0
5349.994 3203.443 13.378 0.0295 2.75 -0.19 24.0662 162.368 51.0414 5352.046 3200.676 13.644 0.0238 2.053 -0.177 24.4221 162.368 51.0414 0.0085 0.0093 1 1 1.0
4958.884 3205.314 17.056 0.0603 0.856 -0.157 27.7442 162.3631 51.0436 4960.932 3202.65 16.703 0.0489 0.882 -0.18 27.4811 162.3631 51.0436 0.0501 0.0413 1 1 1.0
4659.113 3207.725 16.936 0.0809 1.34 0.512 27.6242 162.3593 51.0453 4661.539 3205.255 17.574 0.0938 0.869 0.234 28.3521 162.3593 51.0453 0.0466 0.0687 1 1 1.0
4936.385 3210.492 16.887 0.0844 1.44 0.373 27.5752 162.3627 51.0437 4938.638 3208.219 17.407 0.0692 0.698 0.179 28.1851 162.3627 51.0437 0.0452 0.0623 1 1 1.0
4610.145 3215.51 16.169 0.1108 3.214 1.388 26.8572 162.3586 51.0455 4612.321 3212.617 16.575 0.1315 2.87 1.281 27.3531 162.3586 51.0455 0.0293 0.0383 0 0 0.0
2232.264 3218.784 16.692 0.1428 3.06 -0.232 27.3802 162.3285 51.0588 2234.401 3213.569 17.752 0.1337 1.119 -0.224 28.5301 162.3285 51.0589 0.0402 0.0762 0 1 0.6
5149.745 3217.176 15.45 0.0707 3.08 0.845 26.1382 162.3654 51.0425 5151.655 3214.368 14.167 0.0725 5.554 1.236 24.9451 162.3654 51.0425 0.0189 0.0097 0 0 0.0
4597.798 3219.879 15.718 0.1187 4.512 1.563 26.4062 162.3584 51.0455 4600.273 3216.713 15.743 0.1007 3.515 1.128 26.5211 162.3584 51.0455 0.0223 0.0237 0 0 0.0
869.613 3219.961 17.111 0.0817 1.122 -0.37 27.7992 162.3113 51.0665 871.75 3216.784 16.947 0.0605 0.899 -0.078 27.7251 162.3113 51.0665 0.0518 0.0476 1 1 1.0
1527.367 3222.186 14.171 0.0159 1.099 -0.042 24.8592 162.3196 51.0628 1529.284 3219.356 14.287 0.0256 1.757 0.129 25.0651 162.3196 51.0628 0.0087 0.0104 1 1 1.0
2032.363 3223.65 18.4 0.2697 1.351 -1.499 29.0882 162.326 51.0599 2035.169 3220.58 18.711 0.2992 1.107 -1.395 29.4891 162.326 51.0599 0.113 0.134 1 1 1.0
3829.498 3224.612 17.139 0.0536 0.671 0.182 27.8272 162.3486 51.0498 3830.856 3221.403 17.159 0.0674 0.842 0.415 27.9371 162.3486 51.0498 0.0527 0.0539 1 1 1.0
4010.87 3226.537 13.028 0.0274 2.66 -0.295 23.7162 162.3509 51.0488 4012.889 3223.717 13.367 0.0172 1.527 -0.223 24.1451 162.3509 51.0488 0.0085 0.0093 0 0 0.1
3453.919 3228.378 16.598 0.0541 1.106 0.474 27.2862 162.3439 51.0519 3455.966 3225.458 17.357 0.1125 1.355 0.456 28.1351 162.3439 51.0519 0.038 0.0605 1 1 1.0
886.445 3229.773 15.742 0.0418 1.361 0.362 26.4302 162.3114 51.0663 888.3 3226.79 16.531 0.0457 0.882 0.267 27.3091 162.3114 51.0663 0.0226 0.0373 0 1 0.8
5140.017 3229.62 17.416 0.0919 0.972 0.299 28.1042 162.3651 51.0424 5142.28 3227.572 17.438 0.1027 1.058 0.119 28.2161 162.3651 51.0424 0.0623 0.0634 1 1 1.0
4914.067 3230.342 17.144 0.0903 1.279 -0.433 27.8322 162.3623 51.0437 4916.021 3227.28 16.665 0.0564 1.096 0.053 27.4431 162.3623 51.0437 0.0528 0.0404 1 1 1.0
4350.931 3229.646 18.159 0.1817 1.132 -1.181 28.8472 162.3552 51.0468 4353.988 3228.602 18.046 0.1583 1.065 -0.49 28.8241 162.3552 51.0468 0.0977 0.0906 1 1 1.0
5119.956 3231.508 17.128 0.2036 3.114 -1.471 27.8162 162.3649 51.0425 5121.132 3229.155 19.161 0.4449 1.076 -3.467 29.9391 162.3648 51.0425 0.0523 0.1747 0 0 0.0
3870.296 3233.534 12.168 0.0274 2.991 -0.28 22.8562 162.3491 51.0495 3872.342 3230.666 12.633 0.0183 1.878 -0.205 23.4111 162.3491 51.0495 0.0085 0.0093 0 0 0.1
3339.718 3234.978 16.387 0.0358 0.811 0.05 27.0752 162.3424 51.0525 3341.828 3231.879 16.255 0.0348 0.818 -0.198 27.0331 162.3424 51.0525 0.0334 0.0318 1 1 1.0
3222.997 3235.346 15.568 0.0505 2.103 0.543 26.2562 162.3409 51.0531 3225.107 3232.473 16.161 0.0554 1.563 0.458 26.9391 162.3409 51.0531 0.0204 0.0301 0 0 0.1
3029.005 3239.418 17.441 0.0758 0.78 0.36 28.1292 162.3384 51.0542 3031.208 3236.789 17.276 0.0743 0.827 -0.031 28.0541 162.3384 51.0542 0.0632 0.0577 1 1 1.0
1380.008 3242.87 16.066 0.04 1.142 -0.135 26.7542 162.3176 51.0634 1382.065 3240.061 15.923 0.0391 1.21 -0.152 26.7011 162.3175 51.0634 0.0275 0.0262 1 1 1.0
5510.803 3245.904 18.461 0.3123 1.508 -1.319 29.1492 162.3697 51.0402 5514.42 3243.219 16.831 0.0984 1.83 -0.434 27.6091 162.3697 51.0402 0.1173 0.0445 0 0 0.0
2805.656 3246.304 15.255 0.024 1.086 0.174 25.9432 162.3355 51.0554 2807.735 3243.458 15.321 0.0223 0.931 0.033 26.0991 162.3355 51.0554 0.0168 0.0186 1 1 1.0
1963.834 3246.862 17.304 0.0758 0.873 -0.119 27.9922 162.3249 51.0601 1965.968 3244.211 17.034 0.0537 0.682 0.098 27.8121 162.3249 51.0601 0.0582 0.0501 1 1 1.0
3988.879 3250.009 17.06 0.0654 0.946 -0.277 27.7482 162.3504 51.0487 3990.648 3247.265 16.859 0.0743 1.274 -0.177 27.6371 162.3504 51.0487 0.0502 0.0452 1 1 1.0
2057.778 3252.11 12.454 0.0267 2.896 -0.035 23.1422 162.326 51.0596 2059.743 3249.261 12.854 0.0112 1.009 -0.035 23.6321 162.326 51.0596 0.0085 0.0093 1 1 1.0
992.806 3253.705 15.744 0.0402 1.355 -0.229 26.4322 162.3126 51.0655 994.635 3251.022 15.571 0.0347 1.336 -0.131 26.3491 162.3126 51.0655 0.0226 0.0214 1 1 1.0
3595.936 3255.475 17.278 0.0653 0.775 -0.078 27.9662 162.3454 51.0509 3598.152 3252.377 17.125 0.0505 0.621 0.047 27.9031 162.3454 51.0509 0.0573 0.0528 1 1 1.0
5113.66 3266.556 17.161 0.0585 0.74 0.071 27.8492 162.3645 51.0423 5115.717 3263.749 16.812 0.067 1.188 -0.266 27.5901 162.3645 51.0423 0.0534 0.044 1 1 1.0
4054.767 3270.681 16.701 0.053 1.01 -0.316 27.3892 162.3511 51.0482 4056.715 3267.809 16.492 0.0525 1.158 -0.381 27.2701 162.3511 51.0482 0.0404 0.0365 1 1 1.0
1654.465 3272.687 18.558 0.3054 1.333 -2.01 29.2462 162.3207 51.0617 1657.902 3270.31 17.384 0.1187 1.368 -0.308 28.1621 162.3208 51.0616 0.1244 0.0614 1 1 1.0
2774.778 3273.018 15.706 0.0912 3.65 1.074 26.3942 162.3349 51.0554 2776.854 3270.403 16.076 0.0849 2.651 0.903 26.8541 162.3349 51.0554 0.0221 0.0287 0 0 0.0
419.586 3274.651 15.079 0.0696 3.761 0.811 25.7672 162.3051 51.0686 421.162 3271.806 15.849 0.0733 2.518 0.809 26.6271 162.3051 51.0686 0.0151 0.0251 0 0 0.0
5699.894 3277.744 12.766 0.0167 1.648 -0.023 23.4542 162.3718 51.0389 5701.898 3274.887 13.149 0.0128 1.149 -0.1 23.9271 162.3718 51.0389 0.0085 0.0093 1 1 1.0
1655.606 3277.484 18.447 0.3175 1.525 -0.104 29.1352 162.3207 51.0616 1657.217 3275.749 18.763 0.3683 1.315 -1.11 29.5411 162.3207 51.0616 0.1163 0.1382 0 1 0.3
3347.752 3278.514 17.428 0.1056 1.203 0.014 28.1162 162.3421 51.0521 3349.185 3275.26 17.219 0.0822 1.06 -0.009 27.9971 162.3421 51.0521 0.0627 0.0558 1 1 1.0
3301.5 3279.647 16.484 0.052 1.178 -0.102 27.1722 162.3415 51.0523 3303.721 3276.77 16.326 0.0413 0.989 -0.311 27.1041 162.3415 51.0523 0.0354 0.0331 1 1 1.0
4581.645 3290.137 11.604 0.0187 2.129 -0.073 22.2922 162.3575 51.0451 4583.703 3287.307 12.051 0.0145 1.546 -0.181 22.8291 162.3575 51.0451 0.0085 0.0093 1 1 1.0
3991.463 3291.017 12.772 0.0247 2.525 -0.253 23.4602 162.3501 51.0484 3993.403 3288.134 13.185 0.0352 3.475 -0.37 23.9631 162.3501 51.0484 0.0085 0.0093 0 0 0.0
4957.701 3294.909 14.325 0.0288 2.055 0.219 25.0132 162.3622 51.0429 4959.928 3292.228 14.523 0.0184 1.131 -0.105 25.3011 162.3622 51.0429 0.0096 0.0118 1 1 1.0
4180.374 3295.559 15.837 0.0987 3.669 1.113 26.5252 162.3524 51.0473 4182.331 3292.548 16.189 0.0868 2.419 0.817 26.9671 162.3524 51.0473 0.0239 0.0306 0 0 0.0
4329.022 3295.717 17.61 0.0812 0.73 -0.352 28.2982 162.3543 51.0464 4330.54 3292.764 17.456 0.0911 0.948 -0.529 28.2341 162.3543 51.0464 0.07 0.0641 1 1 1.0
1061.975 3296.37 14.716 0.0651 4.139 0.787 25.4042 162.3131 51.0648 1063.768 3293.702 15.02 0.0767 4.257 1.005 25.7981 162.3131 51.0648 0.0122 0.0156 0 0 0.0
3615.064 3296.475 12.718 0.012 1.152 -0.012 23.4062 162.3453 51.0505 3616.978 3293.634 13.169 0.0159 1.454 -0.159 23.9471 162.3453 51.0505 0.0085 0.0093 1 1 1.0
5449.6 3297.599 16.748 0.0495 0.866 -0.102 27.4362 162.3684 51.0401 5451.928 3294.787 16.916 0.0496 0.742 -0.04 27.6941 162.3684 51.0401 0.0416 0.0467 1 1 1.0
4041.039 3299.863 16.896 0.192 3.528 -1.182 27.5842 162.3506 51.048 4042.707 3298.898 17.267 0.2201 2.721 -2.19 28.0451 162.3506 51.048 0.0455 0.0574 0 0 0.0
3528.443 3305.519 17.934 0.2249 1.769 -1.773 28.6222 162.3441 51.0509 3532.209 3301.071 18.653 0.2311 0.858 -1.556 29.4311 162.3441 51.0509 0.0852 0.1295 0 1 0.6
870.439 3304.739 17.876 0.2475 1.791 -1.398 28.5642 162.3106 51.0658 871.413 3303.994 18.082 0.2723 1.581 -2.777 28.8601 162.3105 51.0658 0.0823 0.0926 0 0 0.0
1837.216 3308.516 18.364 0.2353 1.203 -1.347 29.0522 162.3227 51.0603 1840.569 3306.755 18.702 0.3984 1.416 -2.16 29.4801 162.3227 51.0603 0.1106 0.1333 1 0 0.3
2937.558 3312.812 17.031 0.0734 1.12 0.276 27.7192 162.3366 51.0541 2939.401 3309.782 16.787 0.0479 0.785 -0.167 27.5651 162.3366 51.0541 0.0493 0.0433 1 1 1.0
1745.504 3314.795 12.366 0.0104 0.998 -0.008 23.0542 162.3215 51.0608 1747.498 3312.019 12.757 0.0087 0.739 -0.002 23.5351 162.3215 51.0608 0.0085 0.0093 1 1 1.0
4883.328 3315.345 11.684 0.017 1.85 -0.187 22.3722 162.3611 51.0432 4885.306 3312.479 10.709 0.007 0.675 -0.062 21.4871 162.3611 51.0432 0.0085 0.0093 1 1 1.0
