# X_606 Y_606 MAG_dp_606 ERR_dp_606 CHI_606 SHARP_606 STMAG_606 RA_606 DEC_606 X_814 Y_814 MAG_dp_814 ERR_dp_814 CHI_814 SHARP_814 STMAG_814 RA_814 DEC_814 ERR_606 ERR_814 sgFlag_606 sgFlag_814 sgXFlag
4920.193 2119.357 13.862 0.0183 0.777 -0.109 24.5502 162.3723 51.0525 4922.139 2116.389 14.043 0.0159 0.746 -0.082 24.8211 162.3723 51.0525 0.0085 0.0093 1 1 1.0
2785.088 2126.569 16.5 0.0391 0.811 0.054 27.1882 162.3453 51.0644 2787.109 2123.878 16.395 0.0554 1.289 0.043 27.1731 162.3453 51.0644 0.0358 0.0345 1 1 1.0
4348.619 2126.984 17.097 0.0733 1.061 0.185 27.7852 162.365 51.0556 4350.66 2124.225 16.89 0.0477 0.73 -0.101 27.6681 162.365 51.0556 0.0513 0.046 1 1 1.0
3906.385 2129.456 14.049 0.0233 1.797 -0.091 24.7372 162.3594 51.0581 3908.439 2126.478 14.269 0.0173 1.15 -0.038 25.0471 162.3594 51.0581 0.0085 0.0103 1 1 1.0
2559.943 2130.379 17.861 0.0869 0.598 -0.215 28.5492 162.3424 51.0656 2561.769 2127.64 17.26 0.0399 0.371 0.042 28.0381 162.3424 51.0656 0.0815 0.0571 1 1 1.0
2786.478 2131.531 15.922 0.0217 0.612 0.023 26.6102 162.3452 51.0644 2788.573 2128.703 15.738 0.0347 1.214 -0.159 26.5161 162.3452 51.0644 0.0252 0.0236 1 1 1.0
4556.976 2132.376 17.249 0.0665 0.82 -0.008 27.9372 162.3676 51.0544 4558.869 2129.522 16.753 0.0521 0.927 -0.26 27.5311 162.3676 51.0544 0.0563 0.0425 1 1 1.0
5241.938 2138.404 17.014 0.2055 3.199 -1.863 27.7022 162.3762 51.0505 5244.978 2133.173 17.779 0.207 1.818 0.62 28.5571 162.3762 51.0505 0.0488 0.0775 0 0 0.0
4126.306 2140.981 17.455 0.0768 0.805 0.149 28.1432 162.3621 51.0567 4128.403 2138.128 17.0 0.0601 0.885 -0.454 27.7781 162.3621 51.0567 0.0638 0.0491 1 1 1.0
5431.911 2141.215 15.735 0.0734 2.791 0.951 26.4232 162.3785 51.0494 5433.81 2138.28 15.747 0.0768 2.937 0.907 26.5251 162.3785 51.0494 0.0225 0.0237 0 0 0.0
2182.876 2141.929 14.396 0.0433 3.086 0.619 25.0842 162.3375 51.0677 2184.865 2139.05 14.462 0.0714 5.067 1.029 25.2401 162.3375 51.0677 0.01 0.0114 0 0 0.0
1499.807 2141.868 16.557 0.0732 1.574 0.621 27.2452 162.3289 51.0715 1502.286 2139.597 17.141 0.0775 1.01 0.597 27.9191 162.3289 51.0715 0.037 0.0533 0 1 0.8
5852.617 2143.179 15.718 0.0533 2.04 0.645 26.4062 162.3838 51.047 5854.258 2140.309 16.035 0.0823 2.657 0.91 26.8131 162.3838 51.047 0.0223 0.028 0 0 0.0
4807.148 2144.101 14.067 0.0233 1.773 0.175 24.7552 162.3706 51.0529 4809.331 2141.171 14.23 0.0114 0.688 -0.024 25.0081 162.3706 51.0529 0.0085 0.01 1 1 1.0
2292.951 2156.32 17.1 0.1487 2.171 0.18 27.7882 162.3388 51.0669 2295.91 2154.509 16.936 0.1303 2.223 -0.187 27.7141 162.3388 51.0669 0.0514 0.0473 0 0 0.0
2888.377 2159.114 15.891 0.0396 1.291 0.399 26.5792 162.3463 51.0636 2890.245 2156.042 16.375 0.0613 1.493 0.603 27.1531 162.3463 51.0636 0.0247 0.0341 0 0 0.1
2881.96 2163.926 15.698 0.097 3.908 1.362 26.3862 162.3462 51.0636 2884.108 2160.802 16.162 0.1066 3.193 1.27 26.9401 162.3462 51.0636 0.022 0.0301 0 0 0.0
638.629 2165.148 16.5 0.0617 1.34 -0.513 27.1882 162.3178 51.0762 640.457 2162.14 16.411 0.0534 1.184 -0.451 27.1891 162.3178 51.0762 0.0358 0.0348 0 0 0.1
3917.863 2171.142 16.943 0.0535 0.804 -0.094 27.6312 162.3592 51.0577 3919.785 2168.086 16.722 0.0491 0.889 -0.264 27.5001 162.3592 51.0577 0.0468 0.0417 1 1 1.0
4205.529 2171.741 15.202 0.0278 1.351 0.069 25.8902 162.3628 51.0561 4207.581 2168.862 15.215 0.0183 0.777 -0.096 25.9931 162.3628 51.0561 0.0163 0.0175 1 1 1.0
2999.832 2175.075 15.327 0.0668 3.254 0.873 26.0152 162.3475 51.0628 3002.006 2172.162 15.908 0.077 2.613 0.944 26.6861 162.3475 51.0628 0.0176 0.026 0 0 0.0
3068.023 2179.758 16.68 0.0533 1.032 -0.121 27.3682 162.3484 51.0624 3069.785 2176.686 16.493 0.0386 0.788 -0.261 27.2711 162.3484 51.0624 0.0399 0.0365 1 1 1.0
324.687 2180.791 18.325 0.3768 1.947 -3.071 29.0132 162.3137 51.0778 325.751 2177.287 17.494 0.1766 1.908 0.051 28.2721 162.3137 51.0778 0.108 0.0655 0 0 0.0
5509.839 2191.855 17.749 0.1009 0.818 -0.186 28.4372 162.3791 51.0486 5511.551 2189.032 17.453 0.0866 0.899 -0.001 28.2311 162.3791 51.0486 0.0762 0.064 1 1 1.0
1800.884 2192.982 17.81 0.0843 0.595 -0.26 28.4982 162.3323 51.0694 1802.739 2189.898 17.181 0.0747 0.948 0.085 27.9591 162.3322 51.0694 0.0791 0.0546 1 1 1.0
3273.279 2198.446 13.846 0.0272 2.257 -0.13 24.5342 162.3508 51.0611 3275.2 2195.577 13.946 0.0201 1.523 0.099 24.7241 162.3508 51.0611 0.0085 0.0093 1 1 1.0
1578.776 2201.155 15.014 0.0372 2.026 -0.143 25.7022 162.3294 51.0706 1580.712 2198.247 15.022 0.024 1.198 -0.083 25.8001 162.3294 51.0706 0.0146 0.0157 0 1 0.8
1650.831 2202.61 16.356 0.1134 2.859 1.326 27.0442 162.3303 51.0702 1652.783 2199.358 16.635 0.092 1.836 0.83 27.4131 162.3303 51.0702 0.0328 0.0397 0 0 0.0
2203.327 2206.86 15.738 0.0536 2.012 0.581 26.4262 162.3372 51.067 2205.176 2203.483 16.35 0.0807 2.07 0.777 27.1281 162.3372 51.067 0.0226 0.0336 0 0 0.0
2336.474 2210.639 17.013 0.0718 1.092 -0.446 27.7012 162.3389 51.0663 2338.299 2207.835 16.761 0.0699 1.278 -0.31 27.5391 162.3389 51.0663 0.0488 0.0427 1 1 1.0
1651.552 2211.916 16.208 0.0734 1.978 0.746 26.8962 162.3302 51.0701 1653.511 2208.01 16.233 0.0922 2.471 0.775 27.0111 162.3302 51.0701 0.03 0.0314 0 0 0.0
214.817 2216.204 16.042 0.0358 0.909 0.115 26.7302 162.312 51.0781 216.789 2213.032 16.12 0.0562 1.564 0.513 26.8981 162.312 51.0781 0.0271 0.0294 1 0 0.8
5081.297 2219.93 16.846 0.0571 0.977 0.198 27.5342 162.3734 51.0507 5083.162 2216.959 16.767 0.0571 1.031 -0.149 27.5451 162.3734 51.0508 0.0441 0.0428 1 1 1.0
3414.982 2222.016 16.8 0.077 1.44 -0.234 27.4882 162.3524 51.0601 3417.016 2218.837 16.173 0.0521 1.431 -0.119 26.9511 162.3524 51.0601 0.0429 0.0303 1 1 1.0
5129.46 2224.25 16.751 0.0704 1.338 -0.244 27.4392 162.374 51.0504 5131.826 2221.491 16.526 0.0571 1.232 0.079 27.3041 162.374 51.0504 0.0416 0.0372 1 1 1.0
4686.374 2225.163 17.422 0.0907 1.005 0.547 28.1102 162.3684 51.0529 4689.07 2221.836 17.104 0.1164 1.757 1.031 27.8821 162.3684 51.0529 0.0625 0.0522 1 0 0.6
5437.155 2226.703 17.225 0.2085 2.799 -0.527 27.9132 162.3778 51.0487 5439.069 2225.826 18.678 0.3189 1.263 -1.466 29.4561 162.3778 51.0487 0.0555 0.1314 0 1 0.3
1019.559 2232.917 17.195 0.0586 0.687 -0.115 27.8832 162.322 51.0735 1021.365 2229.923 17.013 0.0887 1.347 0.196 27.7911 162.322 51.0735 0.0545 0.0495 1 1 1.0
5427.535 2233.02 16.053 0.0488 1.473 0.413 26.7412 162.3777 51.0487 5429.604 2230.263 16.684 0.036 0.585 -0.019 27.4621 162.3777 51.0487 0.0273 0.0408 0 1 0.8
4571.322 2233.731 17.052 0.0646 0.864 -0.433 27.7402 162.3669 51.0535 4573.277 2230.776 16.889 0.0558 0.868 -0.178 27.6671 162.3669 51.0535 0.05 0.046 1 1 1.0
2420.48 2234.783 16.781 0.0631 1.167 0.028 27.4692 162.3397 51.0656 2422.488 2231.849 17.028 0.0817 1.223 0.017 27.8061 162.3397 51.0656 0.0424 0.0499 1 1 1.0
3858.686 2234.7 15.113 0.0798 4.388 1.263 25.8012 162.3579 51.0575 3860.772 2232.489 15.678 0.079 3.028 1.083 26.4561 162.3578 51.0575 0.0155 0.0228 0 0 0.0
2534.913 2240.799 17.142 0.1587 2.274 -0.481 27.8302 162.3411 51.0649 2536.305 2236.211 18.524 0.2443 1.072 -1.003 29.3021 162.3411 51.0649 0.0528 0.1201 0 1 0.6
3753.825 2250.274 17.582 0.1079 1.035 -0.46 28.2702 162.3564 51.058 3755.808 2247.568 17.505 0.1017 1.056 -0.402 28.2831 162.3564 51.058 0.0689 0.066 1 1 1.0
3883.652 2252.343 16.579 0.1071 2.438 1.095 27.2672 162.358 51.0572 3885.678 2249.617 16.884 0.1293 2.329 1.171 27.6621 162.358 51.0572 0.0375 0.0459 0 0 0.0
3873.511 2253.989 16.121 0.0512 1.503 0.473 26.8092 162.3579 51.0573 3875.87 2251.196 16.81 0.0607 1.005 0.484 27.5881 162.3579 51.0573 0.0284 0.0439 0 1 0.8
4580.921 2253.361 18.164 0.342 2.244 -1.759 28.8522 162.3668 51.0533 4583.135 2251.878 17.566 0.171 1.808 -0.245 28.3441 162.3668 51.0533 0.098 0.0684 0 0 0.0
5859.658 2256.281 18.164 0.1626 0.956 -0.824 28.8522 162.3829 51.0461 5860.819 2252.753 17.588 0.0899 0.827 -0.045 28.3661 162.3829 51.0461 0.098 0.0693 1 1 1.0
2973.301 2257.239 17.517 0.0752 0.721 -0.224 28.2052 162.3465 51.0623 2976.024 2254.657 17.165 0.0871 1.184 -0.347 27.9431 162.3465 51.0623 0.0662 0.0541 1 1 1.0
2123.992 2257.956 14.191 0.0195 1.4 -0.059 24.8792 162.3357 51.0671 2125.931 2254.959 14.385 0.0142 0.881 -0.097 25.1631 162.3357 51.0671 0.0088 0.0109 1 1 1.0
4017.236 2258.304 14.55 0.0673 4.597 1.004 25.2382 162.3596 51.0564 4019.452 2255.548 14.84 0.0657 3.929 0.934 25.6181 162.3596 51.0564 0.011 0.0141 0 0 0.0
3368.46 2261.885 16.253 0.0332 0.791 0.128 26.9412 162.3514 51.06 3370.545 2259.013 15.877 0.0217 0.605 -0.103 26.6551 162.3514 51.06 0.0308 0.0256 1 1 1.0
2793.357 2262.9 16.342 0.0366 0.871 -0.092 27.0302 162.3442 51.0633 2795.175 2259.981 16.127 0.0418 1.164 -0.009 26.9051 162.3442 51.0633 0.0325 0.0295 1 1 1.0
4420.986 2264.236 14.923 0.0308 1.741 -0.071 25.6112 162.3647 51.0541 4423.108 2261.268 15.056 0.0209 1.014 -0.158 25.8341 162.3647 51.0541 0.0138 0.016 1 1 1.0
853.759 2267.145 15.973 0.0543 1.634 0.444 26.6612 162.3196 51.0741 856.684 2263.977 16.268 0.1183 3.206 1.45 27.0461 162.3196 51.0741 0.026 0.032 0 0 0.0
554.489 2268.539 11.495 0.0298 3.451 -0.437 22.1832 162.3158 51.0758 556.276 2265.689 12.07 0.0279 3.169 -0.241 22.8481 162.3158 51.0758 0.0085 0.0093 0 0 0.1
5468.449 2269.832 14.214 0.022 1.574 -0.232 24.9022 162.3779 51.0482 5470.435 2266.904 14.267 0.0152 0.983 -0.017 25.0451 162.3778 51.0482 0.009 0.0102 0 1 0.8
463.771 2271.536 17.592 0.1544 1.437 0.107 28.2802 162.3147 51.0763 466.835 2266.858 17.96 0.1604 1.087 -0.508 28.7381 162.3147 51.0763 0.0693 0.0862 0 1 0.6
4189.922 2273.666 17.401 0.0627 0.655 0.119 28.0892 162.3617 51.0553 4191.944 2270.355 17.413 0.0821 0.888 0.116 28.1911 162.3617 51.0553 0.0617 0.0625 1 1 1.0
3491.854 2276.297 12.662 0.0229 2.391 -0.017 23.3502 162.3529 51.0592 3493.875 2273.389 13.068 0.0173 1.617 -0.022 23.8461 162.3529 51.0592 0.0085 0.0093 1 1 1.0
5284.281 2282.749 17.327 0.0681 0.762 -0.341 28.0152 162.3754 51.0491 5286.209 2279.794 17.054 0.0608 0.845 -0.041 27.8321 162.3754 51.0491 0.059 0.0507 1 1 1.0
3452.399 2282.933 17.163 0.0939 1.307 0.698 27.8512 162.3523 51.0594 3453.927 2280.913 17.533 0.1052 1.03 0.176 28.3111 162.3523 51.0594 0.0534 0.0671 0 1 0.8
2910.605 2284.518 16.702 0.0536 1.02 -0.317 27.3902 162.3454 51.0624 2912.491 2281.544 16.557 0.0367 0.683 -0.064 27.3351 162.3454 51.0624 0.0404 0.0379 1 1 1.0
3364.841 2285.34 13.422 0.0326 2.989 0.067 24.1102 162.3512 51.0599 3366.777 2282.449 13.679 0.0102 0.736 -0.087 24.4571 162.3512 51.0599 0.0085 0.0093 0 1 0.8
811.16 2288.466 14.603 0.0419 2.585 -0.32 25.2912 162.3189 51.0742 813.179 2285.608 14.711 0.0231 1.326 -0.218 25.4891 162.3189 51.0742 0.0114 0.0131 0 1 0.8
2498.77 2290.929 16.96 0.0472 0.689 0.078 27.6482 162.3402 51.0647 2500.713 2288.002 16.508 0.0362 0.714 -0.108 27.2861 162.3402 51.0647 0.0473 0.0368 1 1 1.0
2490.108 2291.463 17.591 0.2051 2.149 -0.669 28.2792 162.3401 51.0647 2491.562 2288.724 16.212 0.1195 3.492 -0.375 26.9901 162.3401 51.0648 0.0692 0.031 0 0 0.0
5840.845 2294.666 17.407 0.1562 1.806 -1.235 28.0952 162.3823 51.0459 5842.006 2293.368 16.028 0.1664 5.664 0.065 26.8061 162.3823 51.0459 0.0619 0.0279 0 0 0.0
2976.635 2295.429 15.678 0.0735 2.997 0.908 26.3662 162.3462 51.062 2978.686 2292.65 16.307 0.0747 1.965 0.565 27.0851 162.3462 51.062 0.0218 0.0328 0 0 0.0
5179.418 2299.194 11.183 0.0111 1.165 0.064 21.8712 162.3739 51.0496 5181.478 2296.254 11.634 0.0142 1.545 -0.128 22.4121 162.3739 51.0496 0.0085 0.0093 1 1 1.0
4483.867 2300.932 14.99 0.0189 0.958 -0.011 25.6782 162.3652 51.0535 4485.789 2297.97 14.992 0.0294 1.55 0.044 25.7701 162.3651 51.0535 0.0143 0.0154 1 1 1.0
5298.776 2304.804 17.249 0.0507 0.567 0.052 27.9372 162.3754 51.0489 5300.863 2302.144 17.08 0.0791 1.153 0.023 27.8581 162.3754 51.0489 0.0563 0.0514 1 1 1.0
995.471 2308.764 11.506 0.0419 4.895 -0.217 22.1942 162.321 51.073 997.373 2305.822 11.995 0.0163 1.721 -0.199 22.7731 162.321 51.073 0.0085 0.0093 0 0 0.1
3161.421 2313.679 13.354 0.0186 1.68 -0.041 24.0422 162.3483 51.0608 3163.428 2310.764 13.603 0.0222 1.867 0.117 24.3811 162.3483 51.0608 0.0085 0.0093 1 1 1.0
2960.322 2318.484 15.242 0.0228 1.029 0.107 25.9302 162.3458 51.0619 2962.313 2315.539 14.346 0.0127 0.756 -0.003 25.1241 162.3458 51.0619 0.0167 0.0107 1 1 1.0
4349.545 2322.08 17.221 0.1198 1.669 -0.323 27.9092 162.3633 51.0541 4350.749 2318.298 18.139 0.1472 0.873 -0.463 28.9171 162.3633 51.0541 0.0553 0.0957 0 1 0.6
2290.542 2329.638 16.055 0.0728 2.307 0.8 26.7432 162.3372 51.0656 2292.635 2326.668 16.591 0.0779 1.651 0.512 27.3691 162.3372 51.0656 0.0273 0.0387 0 0 0.0
5646.925 2329.706 16.847 0.0572 0.965 0.018 27.5352 162.3796 51.0467 5649.228 2327.112 17.342 0.0811 0.922 0.354 28.1201 162.3796 51.0467 0.0441 0.06 1 1 1.0
2913.02 2332.592 17.325 0.1746 2.011 -1.984 28.0132 162.345 51.062 2916.805 2330.151 17.348 0.1799 2.32 0.338 28.1261 162.3451 51.062 0.0589 0.0602 0 0 0.0
1380.138 2336.635 17.837 0.1726 1.372 -1.194 28.5252 162.3257 51.0706 1382.96 2333.845 18.794 0.3705 1.295 -2.508 29.5721 162.3257 51.0706 0.0804 0.1407 0 0 0.0
2446.757 2337.408 15.481 0.0233 0.914 -0.021 26.1692 162.3391 51.0646 2448.773 2334.447 15.383 0.0184 0.696 -0.086 26.1611 162.3391 51.0646 0.0193 0.0192 1 1 1.0
3345.962 2348.915 13.63 0.0273 2.378 -0.124 24.3182 162.3504 51.0595 3347.923 2346.011 13.909 0.0145 1.089 -0.056 24.6871 162.3504 51.0595 0.0085 0.0093 1 1 1.0
4095.036 2355.259 15.878 0.0278 0.877 -0.032 26.5662 162.3598 51.0552 4097.047 2352.293 15.85 0.0296 0.942 -0.159 26.6281 162.3598 51.0552 0.0245 0.0252 1 1 1.0
1313.519 2355.886 16.231 0.0442 1.156 -0.269 26.9192 162.3246 51.0708 1315.589 2353.041 16.126 0.0376 1.003 -0.21 26.9041 162.3246 51.0708 0.0304 0.0295 1 1 1.0
3914.39 2360.808 15.97 0.0425 1.356 -0.139 26.6582 162.3574 51.0562 3916.56 2357.885 15.845 0.0393 1.296 -0.215 26.6231 162.3574 51.0562 0.026 0.0251 1 1 1.0
5325.607 2364.988 15.38 0.0323 1.433 -0.072 26.0682 162.3752 51.0482 5327.607 2362.268 15.004 0.0408 2.162 0.165 25.7821 162.3752 51.0482 0.0182 0.0155 1 0 0.8
2686.568 2369.889 14.02 0.014 1.015 -0.01 24.7082 162.3419 51.063 2688.659 2367.019 14.212 0.0142 0.918 -0.082 24.9901 162.3418 51.063 0.0085 0.0099 1 1 1.0
1887.171 2370.968 15.843 0.0594 2.061 0.668 26.5312 162.3317 51.0675 1889.194 2368.023 16.078 0.0602 1.767 0.553 26.8561 162.3317 51.0675 0.024 0.0287 0 0 0.1
2936.151 2371.766 15.799 0.0705 2.606 0.909 26.4872 162.345 51.0616 2938.095 2368.537 16.218 0.0828 2.324 0.816 26.9961 162.345 51.0616 0.0234 0.0311 0 0 0.0
3621.492 2374.945 13.853 0.019 1.521 -0.211 24.5412 162.3536 51.0577 3623.559 2372.003 14.091 0.0186 1.351 -0.144 24.8691 162.3536 51.0577 0.0085 0.0093 1 1 1.0
3519.385 2381.478 16.941 0.09 1.515 0.744 27.6292 162.3523 51.0582 3521.531 2378.836 17.342 0.0906 1.04 0.452 28.1201 162.3523 51.0582 0.0467 0.06 0 1 0.6
4830.631 2390.969 16.402 0.0602 1.454 0.502 27.0902 162.3687 51.0508 4832.582 2387.991 16.537 0.0713 1.556 0.723 27.3151 162.3687 51.0508 0.0337 0.0375 0 0 0.1
1646.297 2390.995 14.295 0.0196 1.339 -0.067 24.9832 162.3285 51.0687 1648.313 2388.11 14.475 0.0111 0.591 -0.053 25.2531 162.3285 51.0687 0.0094 0.0115 1 1 1.0
3942.437 2392.718 16.2 0.2113 6.186 -2.492 26.8882 162.3575 51.0558 3943.079 2389.783 17.233 0.3304 4.47 -1.906 28.0111 162.3575 51.0558 0.0298 0.0562 0 0 0.0
5319.281 2392.718 15.256 0.105 5.265 1.396 25.9442 162.3749 51.048 5321.739 2390.56 15.55 0.1339 5.752 1.682 26.3281 162.3749 51.048 0.0169 0.0212 0 0 0.0
3357.361 2393.283 17.467 0.0668 0.647 0.019 28.1552 162.3501 51.0591 3359.359 2390.411 17.069 0.0746 1.076 0.019 27.8471 162.3501 51.0591 0.0642 0.0511 1 1 1.0
1275.827 2395.259 16.292 0.0475 1.165 0.121 26.9802 162.3238 51.0707 1277.637 2392.653 17.013 0.0662 0.922 0.104 27.7911 162.3238 51.0707 0.0315 0.0495 1 1 1.0
5653.21 2399.71 17.248 0.1347 1.761 0.372 27.9362 162.379 51.0461 5653.854 2395.991 17.509 0.1775 1.918 0.754 28.2871 162.379 51.0461 0.0563 0.0661 0 0 0.0
4334.922 2401.639 16.45 0.0857 2.123 0.958 27.1382 162.3624 51.0535 4336.429 2398.502 16.546 0.0594 1.274 0.31 27.3241 162.3624 51.0535 0.0347 0.0377 0 1 0.6
1274.518 2403.35 16.647 0.0703 1.378 0.464 27.3352 162.3237 51.0707 1277.207 2400.749 17.424 0.0819 0.82 -0.029 28.2021 162.3237 51.0707 0.0391 0.0629 1 1 1.0
5753.151 2409.038 15.487 0.0305 1.209 -0.212 26.1752 162.3802 51.0455 5755.191 2406.142 15.511 0.031 1.248 -0.23 26.2891 162.3802 51.0455 0.0194 0.0207 1 1 1.0
3478.682 2410.149 16.235 0.0417 1.107 -0.117 26.9232 162.3515 51.0583 3480.712 2407.17 16.233 0.0395 1.0 -0.055 27.0111 162.3515 51.0583 0.0305 0.0314 1 1 1.0
1330.375 2410.523 16.622 0.0877 1.797 0.627 27.3102 162.3244 51.0703 1332.088 2408.028 17.07 0.0724 0.994 0.28 27.8481 162.3244 51.0703 0.0385 0.0511 0 1 0.6
2910.283 2414.191 15.672 0.0237 0.833 -0.133 26.3602 162.3443 51.0614 2912.065 2411.281 15.451 0.0257 1.016 0.072 26.2291 162.3443 51.0614 0.0217 0.02 1 1 1.0
3749.99 2414.781 16.034 0.0344 0.969 -0.322 26.7222 162.3549 51.0567 3751.919 2412.034 15.925 0.0334 1.039 -0.107 26.7031 162.3549 51.0567 0.027 0.0263 1 1 1.0
4134.214 2415.212 11.03 0.0112 1.193 -0.106 21.7182 162.3597 51.0545 4136.163 2412.223 11.484 0.0141 1.565 -0.038 22.2621 162.3597 51.0545 0.0085 0.0093 1 1 1.0
2779.794 2415.074 16.604 0.0403 0.785 -0.043 27.2922 162.3426 51.0621 2781.846 2412.406 16.377 0.0361 0.798 -0.134 27.1551 162.3426 51.0621 0.0381 0.0341 1 1 1.0
4878.593 2421.271 16.128 0.0813 2.456 0.781 26.8162 162.3691 51.0503 4880.507 2418.221 16.378 0.0865 2.138 0.729 27.1561 162.3691 51.0503 0.0286 0.0342 0 0 0.0
4918.246 2429.089 16.519 0.0688 1.543 0.626 27.2072 162.3695 51.05 4920.399 2425.937 16.781 0.0855 1.583 0.348 27.5591 162.3695 51.05 0.0362 0.0432 0 0 0.1
4892.203 2433.394 16.264 0.0747 2.003 0.866 26.9522 162.3691 51.0501 4893.651 2430.407 16.691 0.1073 2.146 1.001 27.4691 162.3691 51.0501 0.031 0.041 0 0 0.0
5432.221 2434.015 16.491 0.0918 2.165 0.805 27.1792 162.3759 51.0471 5434.146 2430.83 17.215 0.0677 0.817 0.136 27.9931 162.3759 51.0471 0.0356 0.0557 0 1 0.6
3696.163 2450.315 17.329 0.0766 0.894 0.096 28.0172 162.3539 51.0567 3698.436 2447.198 17.201 0.079 1.021 0.295 27.9791 162.3539 51.0567 0.0591 0.0552 1 1 1.0
4552.293 2455.453 17.274 0.0785 0.98 -0.076 27.9622 162.3646 51.0519 4554.413 2452.774 16.916 0.0738 1.232 0.32 27.6941 162.3646 51.0519 0.0572 0.0467 1 1 1.0
3818.215 2456.641 17.119 0.0648 0.888 0.405 27.8072 162.3554 51.056 3820.364 2453.794 16.654 0.0464 0.872 -0.262 27.4321 162.3554 51.056 0.052 0.0401 1 1 1.0
2025.929 2458.927 17.16 0.0858 1.152 0.302 27.8482 162.3327 51.066 2028.378 2456.141 16.767 0.0769 1.428 0.366 27.5451 162.3327 51.066 0.0533 0.0428 1 0 0.8
3425.648 2461.629 17.179 0.0945 1.322 0.362 27.8672 162.3504 51.0581 3427.785 2458.609 17.113 0.0836 1.184 -0.608 27.8911 162.3504 51.0581 0.054 0.0524 1 0 0.8
2264.22 2462.692 13.619 0.0323 2.894 0.052 24.3072 162.3357 51.0647 2266.235 2459.86 13.876 0.0114 0.802 -0.041 24.6541 162.3357 51.0647 0.0085 0.0093 0 1 0.8
5517.456 2469.037 14.06 0.0345 2.737 -0.039 24.7482 162.3767 51.0463 5519.449 2466.077 14.276 0.0215 1.45 0.085 25.0541 162.3767 51.0463 0.0085 0.0103 0 1 0.8
3247.093 2473.461 18.056 0.2019 1.315 -0.905 28.7442 162.348 51.0591 3247.97 2468.898 17.78 0.1483 1.252 -0.357 28.5581 162.348 51.0591 0.0918 0.0775 1 1 1.0
3363.442 2481.378 14.055 0.0215 1.632 -0.098 24.7432 162.3494 51.0583 3365.429 2478.435 14.227 0.0146 0.949 -0.12 25.0051 162.3494 51.0583 0.0085 0.01 1 1 1.0
5867.502 2481.732 16.92 0.0787 1.187 0.67 27.6082 162.381 51.0443 5868.918 2478.805 17.29 0.0931 1.134 0.155 28.0681 162.381 51.0443 0.0461 0.0582 0 1 0.8
3239.144 2481.965 17.242 0.0534 0.624 -0.11 27.9302 162.3478 51.059 3241.484 2478.965 17.216 0.0667 0.814 0.133 27.9941 162.3478 51.059 0.0561 0.0557 1 1 1.0
3274.284 2485.455 16.43 0.0591 1.431 -0.088 27.1182 162.3482 51.0588 3276.373 2482.608 16.315 0.0368 0.858 0.175 27.0931 162.3482 51.0588 0.0343 0.0329 1 1 1.0
5872.946 2486.731 16.802 0.0847 1.542 0.871 27.4902 162.381 51.0442 5875.686 2484.075 16.907 0.1002 1.71 1.025 27.6851 162.381 51.0442 0.0429 0.0465 0 0 0.0
5897.335 2491.642 15.091 0.0273 1.376 -0.028 25.7792 162.3813 51.044 5899.253 2488.824 15.109 0.0338 1.646 -0.008 25.8871 162.3813 51.044 0.0152 0.0165 1 1 1.0
5852.629 2497.272 18.871 0.4172 1.34 -3.364 29.5592 162.3807 51.0442 5855.6 2493.14 17.886 0.2951 2.17 -3.55 28.6641 162.3807 51.0442 0.1503 0.0825 0 0 0.0
5788.261 2500.146 17.073 0.0749 1.08 0.17 27.7612 162.3798 51.0446 5790.151 2497.279 16.72 0.0606 1.137 -0.008 27.4981 162.3798 51.0446 0.0506 0.0417 1 1 1.0
2688.842 2500.922 15.623 0.0344 1.292 0.04 26.3112 162.3407 51.062 2690.69 2497.999 15.465 0.023 0.885 0.079 26.2431 162.3407 51.062 0.021 0.0202 1 1 1.0
171.771 2508.444 16.505 0.0613 1.243 0.434 27.1932 162.3089 51.0761 173.741 2505.56 16.74 0.1023 1.912 0.896 27.5181 162.3089 51.0761 0.0359 0.0422 1 0 0.6
5486.596 2509.248 14.626 0.0618 4.079 0.878 25.3142 162.3759 51.0462 5488.517 2506.285 15.132 0.0855 4.623 1.13 25.9101 162.3759 51.0462 0.0115 0.0167 0 0 0.0
4294.538 2519.883 15.1 0.0509 2.713 0.689 25.7882 162.3608 51.0528 4296.589 2516.897 15.648 0.0641 2.563 0.658 26.4261 162.3608 51.0528 0.0153 0.0224 0 0 0.0
3777.944 2520.643 15.062 0.0805 4.457 1.131 25.7502 162.3543 51.0557 3779.926 2517.912 15.121 0.1001 5.385 1.332 25.8991 162.3543 51.0557 0.015 0.0166 0 0 0.0
4512.191 2525.154 14.039 0.0148 1.071 -0.08 24.7272 162.3635 51.0515 4514.127 2522.222 14.2 0.016 1.074 0.038 24.9781 162.3635 51.0515 0.0085 0.0099 1 1 1.0
1786.521 2529.52 16.234 0.0576 1.518 -0.203 26.9222 162.3291 51.0668 1788.522 2526.642 16.094 0.0375 1.034 -0.04 26.8721 162.3291 51.0668 0.0305 0.029 1 1 1.0
3593.995 2532.001 17.128 0.0676 0.928 -0.384 27.8162 162.3519 51.0566 3595.822 2529.298 16.966 0.0578 0.871 0.019 27.7441 162.3518 51.0566 0.0523 0.0481 1 1 1.0
