,key,ra,dec,name,host,confirmed_real,confirmed_star_cluster,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,rhalf_physical,rhalf_sph_physical,surface_brightness_rhalf,metallicity,metallicity_em,metallicity_ep,metallicity_type,ll,bb,peri,peri16,peri50,peri84,apo,apo16,apo50,apo84,ecc,ecc16,ecc50,ecc84,fperi,fperi16,fperi50,fperi84,Lz,Lz16,Lz50,Lz84,E,E16,E50,E84
151,djorgovski_1,266.869583,-33.066389,Djorgobski 1,,1,1,1.43,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.974,0.143,0.143,Baumgardt2021MNRAS.505.5957B,8.2,0.12,0.12,Baumgardt2020PASA...37...46B,-359.18,1.64,1.64,,,,,Baumgardt2018MNRAS.478.1520B,-4.6934,0.0462,0.0462,-8.4678,0.0411,0.0411,Vasiliev2021MNRAS.505.5978V,-1.51,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-6.774000000000001,0.12,0.12,4.942629995663982,9.880979539411275,0.629738426885762,0.6726051602756886,4.110192426457249,4.110192426457249,19.865923810162975,-1.51,,,spectroscopic,356.67497786206513,-2.4835948421586966,1.3045807596045058,1.0135056772837592,1.381765433353647,1.8184179096611846,11.171916109951828,8.138349121289606,11.277670708618244,15.740889180128521,0.7908738689643263,0.776891818205906,0.7871534048407154,0.8002302116665392,0.06926672202342296,0.04385846582316633,0.06106655056532294,0.06652502535339788,-0.5970178380307141,-0.8245225174034522,-0.6062730893321493,-0.41450506133365034,-0.09776299894062987,-0.11598255705719869,-0.09719349747583009,-0.07880486457165967
152,ngc_5272,205.548416,28.377277,NGC 5272,,1,1,1.15,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.038,0.017,0.017,Baumgardt2021MNRAS.505.5957B,6.36,0.04,0.04,Baumgardt2020PASA...37...46B,-147.2,0.27,0.27,,,,,Baumgardt2018MNRAS.478.1520B,-0.1519,0.0228,0.0228,-2.6696,0.0222,0.0222,Vasiliev2021MNRAS.505.5978V,-1.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.88,0.42,0.42,Kruijssen2019MNRAS.486.3180K,,,,,-8.678,0.04,0.04,5.704229995663982,10.176536626205333,0.07935891378191329,0.07998263630874547,3.4042696860606716,3.4042696860606716,17.552732868850597,-1.5,,,spectroscopic,42.216946741897495,78.70685013105901,4.2304032525818,4.219532353307768,4.278183294465013,4.342832981790943,15.403822143985543,15.314914188662769,15.400754594352827,15.492347307570357,0.5690786708273805,0.5598222505090072,0.5653554727124304,0.57014913991378,0.6951691799957628,0.6900977128510523,0.6939196098205058,0.6977336736934462,-0.8075534337525342,-0.816138173078303,-0.8082742161522246,-0.7988902918971192,-0.07434332936699278,-0.07458965951865716,-0.07434175075056046,-0.0740662142283675
153,ngc_6235,253.355676,-22.177447,NGC 6235,,1,1,0.97,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.384,0.069,0.069,Baumgardt2021MNRAS.505.5957B,8.66,0.04,0.04,Baumgardt2020PASA...37...46B,126.68,0.33,0.33,,,,,Baumgardt2018MNRAS.478.1520B,-3.9306,0.0272,0.0272,-7.5872,0.0266,0.0266,Vasiliev2021MNRAS.505.5978V,-1.28,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.39,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,-6.724,0.04,0.04,4.922629995663981,11.934383792107967,0.37326137018698624,0.38531245358433885,3.3674243771310426,3.3674243771310426,19.483102361785644,-1.28,,,spectroscopic,358.9178094350473,13.518154408575414,3.6420571887746593,3.3169469633156314,3.6760969013691316,4.104338814646494,8.942109972215295,7.651792316949606,8.931688038776402,10.467204610809132,0.42116833920248864,0.3988344870156946,0.41269469708259643,0.43567928548313906,0.1733784209098744,0.12625085579183112,0.16354781373075253,0.206891955439863,-0.8782937516215623,-1.0389349710718816,-0.8769028202497078,-0.7313321652009932,-0.09963631911944075,-0.10744550892506817,-0.09967018032784819,-0.09171977001110798
154,palomar_1,53.3335,79.581055,Palomar 1,,1,1,0.62,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.241,0.063,0.063,Baumgardt2021MNRAS.505.5957B,13.49,0.03,0.03,Baumgardt2020PASA...37...46B,-75.72,0.29,0.29,,,,,Baumgardt2018MNRAS.478.1520B,-0.2515,0.0342,0.0342,0.0075,0.0373,0.0373,Vasiliev2021MNRAS.505.5978V,-0.65,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,7.3,1.15,1.15,Forbes2010MNRAS.404.1203F,,,,,-1.7509999999999994,0.03,0.03,2.9334299956639813,11.17377700761695,0.31952251454869796,0.328928470284211,2.015198386221072,2.015198386221072,23.341202172029682,-0.65,,,spectroscopic,130.06483918952435,19.028063190822973,12.775550735434901,12.464916100999375,12.794126959396113,13.121602802560417,17.752382677716767,17.407979282555214,17.743631134339246,18.10715631387499,0.1630255109288796,0.1548312830953407,0.16244962615262468,0.1702939004646285,0.8995019599761225,0.8896449434308471,0.8998647194699129,0.9094491394200314,-3.3453755490787445,-3.410488273798513,-3.3457937397356443,-3.279078662624901,-0.05438208858173813,-0.055450295996461924,-0.05436480977871545,-0.05331966250323142
155,ton_2,264.042,-38.5561,Ton 2,,1,1,1.41,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.221,0.104,0.104,Baumgardt2021MNRAS.505.5957B,7.4,0.06,0.06,Baumgardt2020PASA...37...46B,-184.72,1.12,1.12,,,,,Baumgardt2018MNRAS.478.1520B,-5.9041,0.0308,0.0308,-0.7551,0.0294,0.0294,Vasiliev2021MNRAS.505.5978V,-0.57,0.13,0.13,,,,,Geisler2023A&A...669A.115G,,,,,,,,,,,,,,,,,,,,,,,-6.821,0.06,0.06,4.961429995663981,6.985540260326939,0.3266784834656571,0.342705071062098,2.8651359229731814,2.8651359229731814,19.035339189593394,-0.57,0.13,0.13,spectroscopic,350.79337314265393,-3.4236224511304116,1.5766546148087996,1.444087840116315,1.5856130620627722,1.7152149879627698,3.090295426711147,2.997710613367709,3.0822030585778117,3.256770275617214,0.3243319080847457,0.3112363036258878,0.3207253968071875,0.34876559733473805,0.03707163296980538,0.01368085398260648,0.03480530451880845,0.07088272981444403,-0.3627379305120683,-0.404435184103092,-0.36093063595264163,-0.3214166691831056,-0.15669565348244938,-0.15889377195801926,-0.15679247015664982,-0.15370200591392133
156,palomar_13,346.68519,12.771539,Palomar 13,,1,1,1.72,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.853,0.037,0.037,Baumgardt2021MNRAS.505.5957B,13.71,0.05,0.05,Baumgardt2020PASA...37...46B,25.3,0.22,0.22,0.9,0.3,,,Baumgardt2018MNRAS.478.1520B,1.7475,0.0487,0.0487,0.1038,0.0473,0.0473,Vasiliev2021MNRAS.505.5978V,-1.88,,,,,,,Harris1996AJ....112.1487H,,,,,,,,1.26,0.09,0.09,2.22,0.19,0.19,Munoz2018ApJ...860...66M,,,,,,,,,-3.1430000000000007,0.05,0.05,3.4902299956639817,23.474697253405996,0.3965999564219196,0.4034155757257878,11.745041728783056,11.745041728783056,25.776885801426225,-1.88,,,spectroscopic,87.1033027546205,-42.700245323246804,6.62257852725428,6.34308695803665,6.755536803949452,7.194714638933981,51.057470487831495,49.50629018566246,51.15127693027558,52.87639349466811,0.7703684847590129,0.7598247886924551,0.7664358884919862,0.7739119584378434,0.4027241851732896,0.38412509333196826,0.4000938628803423,0.4157981631857936,1.415476712587705,1.2740036098499403,1.4181671174854893,1.5655921812717666,-0.019054899424228326,-0.020512238470490968,-0.018967193148061022,-0.017439870746789182
157,ngc_5897,229.351659,-21.010122,NGC 5897,,1,1,2.09,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.493,0.041,0.041,Baumgardt2021MNRAS.505.5957B,8.2,0.04,0.04,Baumgardt2020PASA...37...46B,101.31,0.22,0.22,,,,,Baumgardt2018MNRAS.478.1520B,-5.4217,0.0252,0.0252,-3.3926,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.9,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.3,1.2,1.2,Forbes2010MNRAS.404.1203F,,,,,-7.293000000000001,0.04,0.04,5.150229995663982,12.54873649930482,0.23471237724266025,0.23918613005364264,7.629084115918958,7.629084115918958,20.689974911103782,-1.9,,,spectroscopic,342.9460170748877,30.294309213816383,2.6303347184208024,2.38972765390094,2.6397912983240945,2.9181560075483906,9.490776374243046,9.128245211785359,9.479699678708286,9.863712049291626,0.565991154059667,0.5439330654964771,0.564597929251891,0.5851734065686418,0.7047664918869889,0.6818168198058635,0.7046060118950392,0.7260217316290737,-0.47565002508561616,-0.5337577759729577,-0.47709592602821704,-0.42105711292520337,-0.09937326880645375,-0.10179234037735961,-0.09932084509117547,-0.09692515144316077
158,terzan_4,262.662506,-31.595528,Terzan 4,,1,1,1.48,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.401,0.088,0.088,Baumgardt2021MNRAS.505.5957B,7.1,0.27,0.27,Baumgardt2020PASA...37...46B,-48.96,1.57,1.57,,,,,Baumgardt2018MNRAS.478.1520B,-5.4616,0.06,0.06,-3.711,0.0481,0.0481,Vasiliev2021MNRAS.505.5978V,-1.41,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-7.301,0.27,0.27,5.1534299956639815,7.589269933627813,0.301410289980625,0.31387597501688713,3.2672911213889484,3.2672911213889484,18.840552190901008,-1.41,,,spectroscopic,356.0240343004952,1.307688089443288,0.21985919318009445,0.2230392556870702,0.2444708605368631,0.2963275163021153,0.7765546755181568,0.6468597858363513,0.772406673125293,1.1210168579191255,0.5586990504912864,0.4440295307489325,0.5294075868142585,0.5978347146410501,0.8657311858021127,0.7752681461138737,0.8622616078236012,0.8847003686538785,-0.03686777930530797,-0.04700468142551579,-0.037013562926127466,-0.03246781965451358,-0.21527700334995287,-0.21736744269862698,-0.21521370267655482,-0.21085499340635486
159,ngc_6254,254.28772,-4.100306,NGC 6254,,1,1,2.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.524,0.027,0.027,Baumgardt2021MNRAS.505.5957B,5.75,0.04,0.04,Baumgardt2020PASA...37...46B,74.21,0.23,0.23,,,,,Baumgardt2018MNRAS.478.1520B,-4.7577,0.0235,0.0235,-6.5968,0.0236,0.0236,Vasiliev2021MNRAS.505.5978V,-1.56,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.05,0.57,0.57,Kruijssen2019MNRAS.486.3180K,,,,,-7.773999999999999,0.04,0.04,5.342629995663981,5.06757284177282,0.06261988218113945,0.06340335600717584,2.992417288039502,2.992417288039502,18.17672368525485,-1.56,,,spectroscopic,15.137066638721976,23.07596589460138,1.4935049675481038,1.5210563031077795,1.5461908288305777,1.5894237144666823,4.5718347588183805,4.539616010926346,4.572616372282616,4.605898387996969,0.507528008346927,0.48346352887386895,0.4949444833716684,0.5015975748059327,0.8805648777047618,0.8763110402982616,0.8784338859112097,0.8800559169454272,-0.369331061943719,-0.37941717853727647,-0.36959188877885185,-0.3598950469385985,-0.13848145390397196,-0.13878254541304458,-0.13847889619154996,-0.13815759610461137
160,ngc_5053,199.112885,17.700251,NGC 5053,,1,1,2.43,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.22,0.029,0.029,Baumgardt2021MNRAS.505.5957B,9.89,0.04,0.04,Baumgardt2020PASA...37...46B,42.82,0.25,0.25,,,,,Baumgardt2018MNRAS.478.1520B,-0.3293,0.0253,0.0253,-1.2129,0.0253,0.0253,Vasiliev2021MNRAS.505.5978V,-2.27,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.68,0.47,0.47,Kruijssen2019MNRAS.486.3180K,,,,,-6.329999999999998,0.04,0.04,4.765029995663981,17.5388050184176,0.232673492998277,0.23580168801196422,12.39745072468602,12.39745072468602,22.707274754415618,-2.27,,,spectroscopic,335.6987867690807,78.94613410186119,8.77469385419588,8.62137149184348,8.808260806546432,8.993362834069044,17.988707078152668,17.76440859420874,17.962064424345563,18.18416139843581,0.34427662042083523,0.33196733671762824,0.34249523458062864,0.35283867489931775,0.9969211068125702,0.9985448110222175,0.9992623196166425,1.0,-0.5812061459018957,-0.5986389483494491,-0.5815698038097167,-0.5641474176102513,-0.060113955225272964,-0.06062262431495856,-0.06007744562788782,-0.05956779846512122
161,ic_4499,225.077188,-82.213792,IC 4499,,1,1,1.87,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.381,0.029,0.029,Baumgardt2021MNRAS.505.5957B,9.13,0.05,0.05,Baumgardt2020PASA...37...46B,38.41,0.31,0.31,,,,,Baumgardt2018MNRAS.478.1520B,0.4658,0.0253,0.0253,-0.489,0.0253,0.0253,Vasiliev2021MNRAS.505.5978V,0.12,,,,,,,Hankey2011MNRAS.411.1536H,,,,,,,,,,,,,,,12.0,0.75,0.75,Dotter2011ApJ...738...74D,,,,,-7.2509999999999994,0.05,0.05,5.133429995663981,18.888610014730112,0.25058029126810055,0.25394923548074644,10.27466625166237,10.27466625166237,21.37845156658944,0.12,,,spectroscopic,307.3536940965912,-20.47335136838814,6.615292761234331,6.485540075368228,6.7092910814021405,6.938623075431008,25.25248077460413,24.821319020779157,25.27280015854802,25.708152525328057,0.584828682568942,0.5747323283717125,0.58040983528274,0.5863667199060569,0.491722158041235,0.48043859269530487,0.4896478199885896,0.4984547583609899,1.0841986915325965,1.0379433820970718,1.0883213760020107,1.1357619804393675,-0.04940930775545546,-0.05033602770116562,-0.0493386141429885,-0.048401464043390914
162,ngc_6517,270.46075,-8.958778,NGC 6517,,1,1,0.63,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.825,0.13,0.132,Baumgardt2021MNRAS.505.5957B,7.36,0.05,0.05,Baumgardt2020PASA...37...46B,-35.06,1.65,1.65,,,,,Baumgardt2018MNRAS.478.1520B,-1.5508,0.0288,0.0288,-4.4698,0.0282,0.0282,Vasiliev2021MNRAS.505.5978V,-1.23,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-7.464999999999999,0.05,0.05,5.2190299956639805,9.225714271547629,0.5361099786846175,0.5782111744965697,1.6907004438107316,1.6907004438107316,17.24594647104073,-1.23,,,spectroscopic,19.225185969805512,6.76248732968909,0.4930744518843438,0.4797739014812819,0.6153692720427519,0.6859991233289944,25.273069942664904,3.4656396131154334,3.776034168160419,4.624530663926465,0.9617269511236107,0.6881613509320484,0.7137983495029099,0.804167039204497,0.11213194607688418,0.6367741296461447,0.9001056451654625,0.9413541436043853,-0.13193420711128198,-0.15391361623332828,-0.13339207739104147,-0.12436770178047703,-0.16304495427458218,-0.1669700247379921,-0.16293516792535256,-0.15824650329541665
163,rup106,189.6675,-51.15027778,Rup 106,,1,1,1.26,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,16.581,0.038,0.038,Baumgardt2021MNRAS.505.5957B,10.43,0.03,0.03,Baumgardt2020PASA...37...46B,-38.36,0.26,0.26,,,,,Baumgardt2018MNRAS.478.1520B,-1.2535,0.0264,0.0264,0.4009,0.0261,0.0261,Vasiliev2021MNRAS.505.5978V,-1.68,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,10.85,0.74,0.74,Kruijssen2019MNRAS.486.3180K,,,,,-6.151,0.03,0.03,4.693429995663982,20.710949036603374,0.35928147293426704,0.36562410684325997,7.590959289931007,7.590959289931007,21.821096376433758,-1.68,,,spectroscopic,300.88801710338123,11.670792586664737,4.690593765055497,4.6113289102238815,4.828591283996541,5.060162807463666,30.845976415929815,30.241833119463486,30.853118662641997,31.492219204028586,0.7360131413264349,0.7208687432881867,0.7296227118372347,0.7374598251717859,0.5113453827150437,0.5042024672888038,0.5088378945105501,0.5131484308419104,-1.6030418657476533,-1.6630458674744617,-1.6035140359501154,-1.5468928670558149,-0.04236335250876352,-0.04338767846591778,-0.042332600201495124,-0.041291274363960635
164,ngc_6540,271.535657,-27.765286,NGC 6540,,1,1,1.54,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.858,0.1,0.1,Baumgardt2021MNRAS.505.5957B,7.7,0.11,0.11,Baumgardt2020PASA...37...46B,-16.5,0.78,0.78,,,,,Baumgardt2018MNRAS.478.1520B,-3.7019,0.032,0.032,-2.7911,0.0318,0.0318,Vasiliev2021MNRAS.505.5978V,-1.04,0.15,0.15,,,,,Geisler2023A&A...669A.115G,,,,,,,,,,,,,,,,,,,,,,,-6.158,0.11,0.11,4.696229995663981,5.9101703661024425,0.26600148435101456,0.2785377480878557,2.647566260885348,2.647566260885348,19.526847207010565,-1.04,0.15,0.15,spectroscopic,3.285012947601532,-3.3128654936944275,1.0398108177065677,0.9346226357570221,1.0454611934238272,1.1709661201169774,2.1935354977783654,1.9362300090548692,2.1825265703546943,2.4361393506532143,0.3568206333316212,0.3454667470134962,0.35222153758461966,0.35752779561341774,0.9739476529592318,0.9629428721011964,0.9777988868804579,0.9859142007131904,-0.24534462567462864,-0.28794403255473294,-0.24387841954404954,-0.20301380581333986,-0.18099900302407207,-0.18630795898889238,-0.18115142809876034,-0.17599607297771042
165,ngc_7078,322.493042,12.167001,NGC 7078,,1,1,0.65,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.149,0.019,0.019,Baumgardt2021MNRAS.505.5957B,5.97,0.07,0.07,Baumgardt2020PASA...37...46B,-106.84,0.3,0.3,13.5,0.9,,,Baumgardt2018MNRAS.478.1520B,-0.6588,0.0239,0.0239,-3.8025,0.0236,0.0236,Vasiliev2021MNRAS.505.5978V,-2.37,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.98,0.51,0.51,Kruijssen2019MNRAS.486.3180K,,,,,-9.178999999999998,0.07,0.07,5.904629995663981,10.710259659660709,0.09330408767346654,0.09412406405158791,2.0250673603832388,2.0250673603832388,15.923810505419175,-2.37,,,spectroscopic,65.01263841694367,-27.312625476919614,3.542783070100967,3.51458483618681,3.589662085968026,3.627163442288907,10.706370677676807,10.632819595828114,10.695026847234487,10.77786737673414,0.5027377579312763,0.49410207010591206,0.4985049652653709,0.5038398932077576,0.9984732233643255,0.998088492162113,0.9997404820611895,1.0,-1.076945124271761,-1.092831575877084,-1.0761751258919858,-1.0611784957334343,-0.09269721318502305,-0.09319074289781376,-0.09271068257849105,-0.09220609730099845
166,ngc_5946,233.869051,-50.659713,NGC 5946,,1,1,0.7,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.921,0.115,0.116,Baumgardt2021MNRAS.505.5957B,7.82,0.08,0.08,Baumgardt2020PASA...37...46B,137.6,0.94,0.94,,,,,Baumgardt2018MNRAS.478.1520B,-5.331,0.0275,0.0275,-1.6572,0.0271,0.0271,Vasiliev2021MNRAS.505.5978V,-1.29,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.39,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,-7.100999999999999,0.08,0.08,5.0734299956639815,9.642729855105248,0.4973868239006496,0.5291213817268936,1.963469489939327,1.963469489939327,17.934733918142005,-1.29,,,spectroscopic,327.58275584410865,4.190850377440463,0.17085558769160922,0.23316381770241526,0.36685347678484387,0.5735159987423758,7.940929210358215,5.289736238126005,5.649241119172986,5.971999656308377,0.9578747237641992,0.8190640880741301,0.8760620607704122,0.9207298758107268,0.6478569187076,0.8901577085494287,0.9357811708653009,0.9495289393645908,-0.04478297719073513,-0.11430727601521838,-0.04273770759319588,0.007742109511941063,-0.13735040531453252,-0.14122486383680594,-0.13744287697281182,-0.13285066252328495
167,ngc_1904,81.045837,-24.524416,NGC 1904,,1,1,0.68,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.583,0.03,0.03,Baumgardt2021MNRAS.505.5957B,7.91,0.04,0.04,Baumgardt2020PASA...37...46B,205.76,0.2,0.2,,,,,Baumgardt2018MNRAS.478.1520B,2.469,0.0249,0.0249,-1.5938,0.0251,0.0251,Vasiliev2021MNRAS.505.5978V,-1.6,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.14,0.9,0.9,Forbes2010MNRAS.404.1203F,,,,,-7.673,0.04,0.04,5.302229995663982,13.079766770089323,0.17946112790943225,0.18195768088451914,2.587229949351366,2.587229949351366,17.96178828329232,-1.6,,,spectroscopic,227.22989730026595,-29.35009443575383,0.5092740504470844,0.673581372394328,0.8657999074313856,1.1619531164657835,19.47531649098143,19.295543883399386,19.477263834257023,19.642865346579722,0.9490333265131102,0.8864701336319106,0.914950194449603,0.9336423885777906,0.9720911049262035,0.9711033236021319,0.9723090393908884,0.9731379087300862,0.22042463756531305,0.17553616208419787,0.22287818671241313,0.26828447013310563,-0.06800192578546867,-0.0684865416911748,-0.06797293981589642,-0.06746660645616964
168,ngc_6541,272.009827,-43.714889,NGC 6541,,1,1,1.03,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,14.407,0.029,0.029,Baumgardt2021MNRAS.505.5957B,6.17,0.04,0.04,Baumgardt2020PASA...37...46B,-163.97,0.46,0.46,,,,,Baumgardt2018MNRAS.478.1520B,0.2866,0.0249,0.0249,-8.8472,0.0245,0.0245,Vasiliev2021MNRAS.505.5978V,-1.81,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.89,0.53,0.53,Kruijssen2019MNRAS.486.3180K,,,,,-8.237,0.04,0.04,5.527829995663982,7.61026885913448,0.10095943459383605,0.10231679075765765,2.2801496001750983,2.2801496001750983,17.123429806630636,-1.81,,,spectroscopic,349.2860661269474,-11.188188025577965,1.3484682399968486,1.3473444843261335,1.3929068002263392,1.4577304929103967,4.045697421967498,4.012841843268878,4.036210267704302,4.071895853150245,0.5000271313485064,0.4692785126609524,0.4866120184895247,0.4984453751787815,0.2907471620198974,0.2596854703006375,0.279927267465229,0.2949048754135423,-0.3196709072517212,-0.3242440170188876,-0.31977063380242354,-0.3159066208237739,-0.14470587027798543,-0.14529458338516038,-0.14468156006568308,-0.1440154912069911
169,ngc_3201,154.403427,-46.412476,NGC 3201,,1,1,3.75,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,13.378,0.019,0.02,Baumgardt2021MNRAS.505.5957B,6.03,0.04,0.04,Baumgardt2020PASA...37...46B,493.65,0.21,0.21,,,,,Baumgardt2018MNRAS.478.1520B,8.3476,0.022,0.022,-1.9575,0.0221,0.0221,Vasiliev2021MNRAS.505.5978V,-1.59,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,11.25,0.45,0.45,Kruijssen2019MNRAS.486.3180K,,,,,-7.348,0.04,0.04,5.172229995663982,4.738053933388255,0.04127629148595968,0.043840673270823416,5.16841507966832,5.16841507966832,19.789399225433943,-1.59,,,spectroscopic,277.22879334556404,8.640379757387217,8.390075631754764,8.378534370752863,8.412277496675376,8.441670051771379,27.62377494352578,27.2437965138905,27.629774866416682,27.990037931299447,0.5340639505227689,0.5289927345866527,0.5333886493012565,0.5376596494041422,0.020066676121064362,0.017547661834409152,0.01899879091616402,0.020442039731198788,2.848610769179742,2.8332269068296334,2.8489043573631965,2.8634557023126863,-0.043935285888771373,-0.04453788525962734,-0.0439131066516556,-0.04335866297701084
170,ngc_6453,267.715508,-34.598477,NGC 6453,,1,1,0.94,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.015,0.047,0.047,Baumgardt2021MNRAS.505.5957B,7.21,0.13,0.13,Baumgardt2020PASA...37...46B,-99.23,1.24,1.24,,,,,Baumgardt2018MNRAS.478.1520B,0.2026,0.0356,0.0356,-5.9336,0.0368,0.0368,Vasiliev2021MNRAS.505.5978V,-1.5,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,,,,,,,,,-7.805000000000001,0.13,0.13,5.355029995663982,10.069316688518043,0.21560161993186178,0.2203190344495063,2.7533027643702166,2.7533027643702166,17.96488296196237,-1.5,,,spectroscopic,355.7180415940256,-3.872162073783299,0.5086853660685207,0.47734758922152454,0.5675631558256463,0.6629278891135424,2.700414433996376,2.4309148549022646,2.6858788634632718,2.921572451073877,0.6829731714431357,0.6234964228887131,0.6565192460082812,0.6826248464468251,0.7981285713656151,0.7846283626363852,0.7968084269603437,0.8091579799225082,-0.08471759333484655,-0.09959897691576215,-0.08481191048416734,-0.07244083051279598,-0.1671492912744297,-0.1715415346775402,-0.16718800926285082,-0.16281210569422538
171,ngc_5286,206.61171,-51.374249,NGC 5286,,1,1,0.73,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,15.226,0.028,0.028,Baumgardt2021MNRAS.505.5957B,6.61,0.03,0.03,Baumgardt2020PASA...37...46B,62.38,0.4,0.4,,,,,Baumgardt2018MNRAS.478.1520B,0.1984,0.0255,0.0255,-0.1533,0.0253,0.0253,Vasiliev2021MNRAS.505.5978V,-1.69,,,,,,,Harris1996AJ....112.1487H,,,,,,,,,,,,,,,12.68,0.52,0.52,Kruijssen2019MNRAS.486.3180K,,,,,-8.616,0.03,0.03,5.679429995663981,11.096857267741251,0.1421695944012864,0.14401466695606402,2.356399800675686,2.356399800675686,16.8158580160455,-1.69,,,spectroscopic,311.61419255929565,10.567797166303299,0.8815434001628416,0.8907347139972464,1.0661798330081331,1.2249694988767106,12.028251135371994,11.881620019935593,12.029235354077526,12.173919754345507,0.8634302974015038,0.8147036941416351,0.8382729573928698,0.8620798391080782,0.678056935536434,0.6671336584667046,0.6727733090067467,0.6782975076405304,0.34906073404089605,0.3229589250380939,0.34962160738069104,0.37473609000412206,-0.09325391544647282,-0.09395744774828065,-0.09324278088009605,-0.09256284316331374
