# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Fri Aug  8 10:41:24 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: CFHT/Megacam post-2014 <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
 Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.0001957 -1.90000 10.00000 0.8432875276 2.4329740030    0.838  1.927  3.7079  2.218    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -8.93e-11      0.00 7.494e-01 2.504e-01 3.253e-05 1.030e-05 8.416e-05 -1.000 1.969e-04 -0.047 1.486 0.521 -0.039 -0.231 -0.326
0.0001957 -1.90000 10.00000 0.8433768153 2.4330016613    0.837  1.971  3.7062  2.167    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.030e-05 8.416e-05 -1.000 1.968e-04 -0.158 1.397 0.419 -0.148 -0.342 -0.440
0.0001957 -1.90000 10.00000 0.8434560299 2.4330261936    0.837  2.014  3.7044  2.117    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -1.23e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.030e-05 8.417e-05 -1.000 1.969e-04 -0.264 1.314 0.323 -0.252 -0.450 -0.550
0.0001957 -1.90000 10.00000 0.8435290456 2.4330488014    0.837  2.055  3.7027  2.068    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -1.43e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.030e-05 8.417e-05 -1.000 1.969e-04 -0.369 1.231 0.227 -0.355 -0.555 -0.657
0.0001957 -1.90000 10.00000 0.8435974717 2.4330699841    0.836  2.097  3.7011  2.019    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -1.67e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.030e-05 8.417e-05 -1.000 1.968e-04 -0.474 1.148 0.131 -0.458 -0.661 -0.765
0.0001957 -1.90000 10.00000 0.8436589837 2.4330890230    0.836  2.138  3.6993  1.971    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -1.93e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.030e-05 8.417e-05 -1.000 1.969e-04 -0.575 1.072 0.040 -0.558 -0.764 -0.870
0.0001957 -1.90000 10.00000 0.8437206149 2.4331080956    0.835  2.180  3.6975  1.922    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -2.25e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.031e-05 8.417e-05 -1.000 1.968e-04 -0.679 0.996 -0.054 -0.660 -0.869 -0.977
0.0001957 -1.90000 10.00000 0.8437853456 2.4331281239    0.835  2.214  3.6961  1.882    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -2.56e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.031e-05 8.417e-05 -1.000 1.968e-04 -0.765 0.933 -0.131 -0.744 -0.955 -1.065
0.0001957 -1.90000 10.00000 0.8438191414 2.4331385793    0.835  2.230  3.6955  1.863    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -2.73e-10      0.00 7.493e-01 2.505e-01 3.253e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -0.805 0.903 -0.167 -0.783 -0.996 -1.107
0.0001957 -1.90000 10.00000 0.8438623548 2.4331519468    0.834  2.215  3.6965  1.882    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1  -2.6e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -0.767 0.926 -0.135 -0.747 -0.958 -1.067
0.0001957 -1.90000 10.00000 0.8438703418 2.4331544173    0.834  2.222  3.6961  1.873    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -2.66e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -0.786 0.913 -0.151 -0.765 -0.976 -1.086
0.0001957 -1.90000 10.00000 0.8439145684 2.4331680962    0.834  2.264  3.6942  1.824    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -3.07e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -0.890 0.839 -0.244 -0.867 -1.082 -1.194
0.0001957 -1.90000 10.00000 0.8439592123 2.4331819026    0.833  2.308  3.6923  1.772    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -3.61e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.968e-04 -1.001 0.759 -0.342 -0.975 -1.193 -1.308
0.0001957 -1.90000 10.00000 0.8439971805 2.4331936431    0.832  2.348  3.6905  1.724    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -4.18e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.968e-04 -1.100 0.690 -0.430 -1.072 -1.294 -1.410
0.0001957 -1.90000 10.00000 0.8440344930 2.4332051797    0.832  2.390  3.6885  1.674    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -4.87e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.968e-04 -1.205 0.619 -0.521 -1.173 -1.398 -1.518
0.0001957 -1.90000 10.00000 0.8440693021 2.4332159412    0.831  2.432  3.6865  1.624    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -5.69e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -1.310 0.550 -0.612 -1.274 -1.503 -1.625
0.0001957 -1.90000 10.00000 0.8440997601 2.4332253567    0.830  2.471  3.6846  1.576    3  0.000  0.515     0.00     0.00     0.00     0.00     0.00 -1 -6.59e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -1.408 0.496 -0.695 -1.370 -1.602 -1.726
0.0001957 -1.90000 10.00000 0.8441299796 2.4332346977    0.829  2.513  3.6827  1.527    3  0.000  0.515     6.42     5.14     3.66     2.82     2.28  3 -7.68e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.968e-04 -1.512 0.444 -0.783 -1.473 -1.709 -1.835
0.0001957 -1.90000 10.00000 0.8441567421 2.4332429695    0.829  2.553  3.6807  1.479    3  0.000  0.515     7.10     5.60     3.98     3.07     2.48  3  -8.9e-10      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -1.612 0.403 -0.864 -1.571 -1.810 -1.939
0.0001957 -1.90000 10.00000 0.8441817164 2.4332506881    0.828  2.592  3.6787  1.431    3  0.000  0.515     7.85     6.11     4.32     3.34     2.70  3 -1.03e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.031e-05 8.417e-05 -1.000 1.969e-04 -1.710 0.370 -0.942 -1.667 -1.911 -2.042
0.0001957 -1.90000 10.00000 0.8442055583 2.4332580561    0.827  2.632  3.6767  1.382    3  0.000  0.515     8.70     6.67     4.70     3.64     2.94  3  -1.2e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.417e-05 -1.000 1.969e-04 -1.811 0.341 -1.020 -1.765 -2.014 -2.148
0.0001957 -1.90000 10.00000 0.8442311883 2.4332659763    0.825  2.679  3.6742  1.325    3  0.000  0.515     9.82     7.39     5.18     4.02     3.25  3 -1.42e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -1.927 0.318 -1.106 -1.877 -2.132 -2.270
0.0001957 -1.90000 10.00000 0.8442518115 2.4332723488    0.824  2.719  3.6722  1.275    3  0.000  0.515    10.88     8.07     5.64     4.38     3.55  3 -1.65e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -2.028 0.297 -1.181 -1.975 -2.235 -2.376
0.0001957 -1.90000 10.00000 0.8442730904 2.4332789235    0.822  2.764  3.6697  1.220    3  0.000  0.515    12.23     8.92     6.21     4.82     3.91  3 -1.96e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -2.140 0.291 -1.259 -2.083 -2.350 -2.494
0.0001957 -1.90000 10.00000 0.8442906141 2.4332843378    0.821  2.804  3.6677  1.171    3  0.000  0.515    13.55     9.74     6.74     5.25     4.25  2 -2.27e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -2.239 0.286 -1.327 -2.177 -2.450 -2.597
0.0001957 -1.90000 10.00000 0.8443084955 2.4332898622    0.819  2.847  3.6652  1.117    3  0.000  0.515    15.18    10.73     7.40     5.77     4.68  2 -2.67e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -2.347 0.299 -1.396 -2.279 -2.559 -2.710
0.0001957 -1.90000 10.00000 0.8443233371 2.4332944473    0.817  2.885  3.6631  1.070    3  0.000  0.515    16.77    11.69     8.03     6.27     5.08  2 -3.08e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -2.443 0.310 -1.456 -2.369 -2.656 -2.810
0.0001957 -1.90000 10.00000 0.8443388939 2.4332992532    0.815  2.928  3.6606  1.016    3  0.000  0.515    18.79    12.88     8.81     6.89     5.58  2 -3.63e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -2.550 0.339 -1.519 -2.469 -2.765 -2.923
0.0001957 -1.90000 10.00000 0.8443546891 2.4333041325    0.813  2.975  3.6580  0.957    3  0.000  0.515    21.25    14.31     9.74     7.63     6.18  2 -4.33e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -2.667 0.387 -1.578 -2.576 -2.882 -3.045
0.0001957 -1.90000 10.00000 0.8443675637 2.4333081094    0.810  3.016  3.6555  0.905    3  0.000  0.515    23.71    15.71    10.65     8.35     6.77  2 -5.06e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -2.769 0.394 -1.637 -2.665 -2.981 -3.149
0.0001957 -1.90000 10.00000 0.8443785310 2.4333114971    0.808  3.053  3.6533  0.858    3  0.000  0.515    26.17    17.09    11.54     9.06     7.35  1 -5.82e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -2.862 0.398 -1.690 -2.747 -3.071 -3.243
0.0001957 -1.90000 10.00000 0.8443898559 2.4333149951    0.805  3.093  3.6508  0.806    3  0.000  0.515    29.18    18.76    12.61     9.92     8.05  1  -6.8e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -2.963 0.407 -1.746 -2.835 -3.168 -3.346
0.0001957 -1.90000 10.00000 0.8444014788 2.4333185850    0.802  3.137  3.6480  0.749    3  0.000  0.515    32.91    20.78    13.90    10.95     8.89  1 -8.05e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -3.073 0.419 -1.807 -2.930 -3.274 -3.457
0.0001957 -1.90000 10.00000 0.8444112539 2.4333216042    0.798  3.177  3.6456  0.698    3  0.000  0.515    36.60    22.75    15.15    11.96     9.71  1 -9.36e-09      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.969e-04 -3.171 0.429 -1.860 -3.014 -3.367 -3.556
0.0001957 -1.90000 10.00000 0.8444210887 2.4333246417    0.794  3.218  3.6430  0.644    3  0.000  0.515    41.02    25.07    16.62    13.14    10.67  1  -1.1e-08      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -3.275 0.448 -1.913 -3.102 -3.466 -3.660
0.0001957 -1.90000 10.00000 0.8444302082 2.4333274582    0.790  3.257  3.6406  0.593    3  0.000  0.515    45.65    27.45    18.13    14.35    11.65  1 -1.28e-08      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -3.373 0.464 -1.963 -3.185 -3.559 -3.758
0.0001957 -1.90000 10.00000 0.8444327712 2.4333282497    0.788  3.267  3.6400  0.580    3  0.000  0.515    46.86    28.07    18.52    14.66    11.91  1 -1.34e-08      0.00 7.493e-01 2.505e-01 3.252e-05 1.032e-05 8.418e-05 -1.000 1.968e-04 -3.397 0.469 -1.975 -3.205 -3.581 -3.781
0.0001957 -1.90000 10.00000 0.8444327712 2.4333282497    0.788  1.723  3.8072  2.793    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.376e-06 8.345e-05 -1.000 1.968e-04 0.462 1.331 0.621 0.434 0.403 0.415
0.0001957 -1.90000 10.00000 0.8444644213 2.4333380240    0.788  1.743  3.7973  2.732    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.376e-06 8.345e-05 -1.000 1.969e-04 0.412 1.319 0.605 0.382 0.335 0.337
0.0001957 -1.90000 10.00000 0.8445209861 2.4333554905    0.788  1.746  3.7969  2.728    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.376e-06 8.345e-05 -1.000 1.967e-04 0.404 1.313 0.599 0.374 0.327 0.328
0.0001957 -1.90000 10.00000 0.8445757031 2.4333723839    0.788  1.747  3.7974  2.729    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.376e-06 8.345e-05 -1.000 1.968e-04 0.402 1.309 0.594 0.372 0.326 0.327
0.0001957 -1.90000 10.00000 0.8446313143 2.4333895507    0.788  1.748  3.7984  2.732    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.377e-06 8.345e-05 -1.000 1.968e-04 0.400 1.303 0.589 0.371 0.326 0.328
0.0001957 -1.90000 10.00000 0.8446890712 2.4334073771    0.789  1.748  3.7997  2.737    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.377e-06 8.346e-05 -1.000 1.968e-04 0.399 1.297 0.583 0.370 0.327 0.331
0.0001957 -1.90000 10.00000 0.8447436690 2.4334242260    0.789  1.748  3.8012  2.743    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.377e-06 8.346e-05 -1.000 1.968e-04 0.399 1.291 0.578 0.369 0.329 0.334
0.0001957 -1.90000 10.00000 0.8448010683 2.4334419366    0.789  1.748  3.8030  2.750    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.378e-06 8.346e-05 -1.000 1.968e-04 0.399 1.284 0.571 0.370 0.332 0.339
0.0001957 -1.90000 10.00000 0.8448579311 2.4334594791    0.789  1.748  3.8049  2.759    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.378e-06 8.346e-05 -1.000 1.968e-04 0.400 1.277 0.565 0.370 0.336 0.345
0.0001957 -1.90000 10.00000 0.8449152112 2.4334771474    0.789  1.748  3.8069  2.767    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.378e-06 8.346e-05 -1.000 1.968e-04 0.400 1.270 0.558 0.371 0.340 0.351
0.0001957 -1.90000 10.00000 0.8449689746 2.4334937286    0.789  1.748  3.8087  2.774    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.379e-06 8.346e-05 -1.000 1.968e-04 0.401 1.264 0.553 0.372 0.344 0.356
0.0001957 -1.90000 10.00000 0.8450279832 2.4335119246    0.789  1.748  3.8103  2.781    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.379e-06 8.346e-05 -1.000 1.968e-04 0.401 1.258 0.547 0.372 0.347 0.361
0.0001957 -1.90000 10.00000 0.8450855017 2.4335296583    0.789  1.748  3.8117  2.786    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.379e-06 8.346e-05 -1.000 1.968e-04 0.401 1.254 0.542 0.372 0.350 0.365
0.0001957 -1.90000 10.00000 0.8451436162 2.4335475730    0.789  1.748  3.8125  2.789    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.380e-06 8.346e-05 -1.000 1.968e-04 0.400 1.250 0.539 0.372 0.351 0.367
0.0001957 -1.90000 10.00000 0.8452029824 2.4335658706    0.789  1.748  3.8129  2.790    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.380e-06 8.346e-05 -1.000 1.968e-04 0.399 1.248 0.536 0.371 0.350 0.367
0.0001957 -1.90000 10.00000 0.8452268839 2.4335732365    0.789  1.748  3.8129  2.790    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.380e-06 8.346e-05 -1.000 1.968e-04 0.399 1.247 0.536 0.370 0.350 0.366
0.0001957 -1.90000 10.00000 0.8452591300 2.4335831734    0.789  1.749  3.8126  2.789    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.380e-06 8.347e-05 -1.000 1.968e-04 0.398 1.247 0.535 0.369 0.348 0.364
0.0001957 -1.90000 10.00000 0.8453195095 2.4336017774    0.789  1.750  3.8117  2.784    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.463e-01 3.317e-05 9.381e-06 8.347e-05 -1.000 1.968e-04 0.395 1.248 0.536 0.366 0.344 0.359
0.0001957 -1.90000 10.00000 0.8453745246 2.4336187259    0.789  1.751  3.8101  2.777    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.535e-01 2.464e-01 3.317e-05 9.381e-06 8.347e-05 -1.000 1.968e-04 0.392 1.250 0.538 0.363 0.338 0.351
0.0001957 -1.90000 10.00000 0.8454308510 2.4336360757    0.789  1.753  3.8080  2.766    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.381e-06 8.347e-05 -1.000 1.968e-04 0.388 1.254 0.542 0.358 0.330 0.341
0.0001957 -1.90000 10.00000 0.8454907537 2.4336545242    0.789  1.755  3.8049  2.752    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.382e-06 8.347e-05 -1.000 1.969e-04 0.382 1.260 0.547 0.353 0.319 0.328
0.0001957 -1.90000 10.00000 0.8455504179 2.4336728963    0.789  1.758  3.8012  2.735    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.382e-06 8.347e-05 -1.000 1.968e-04 0.376 1.267 0.554 0.346 0.306 0.311
0.0001957 -1.90000 10.00000 0.8456086516 2.4336908250    0.790  1.761  3.7971  2.715    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.382e-06 8.347e-05 -1.000 1.968e-04 0.369 1.277 0.561 0.339 0.292 0.293
0.0001957 -1.90000 10.00000 0.8456420898 2.4337011185    0.790  1.762  3.7946  2.703    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.383e-06 8.347e-05 -1.000 1.968e-04 0.364 1.283 0.566 0.334 0.283 0.282
0.0001957 -1.90000 10.00000 0.8456946611 2.4337173000    0.790  1.766  3.7905  2.684    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.383e-06 8.347e-05 -1.000 1.968e-04 0.356 1.292 0.573 0.326 0.268 0.263
0.0001957 -1.90000 10.00000 0.8457502723 2.4337344146    0.790  1.769  3.7861  2.663    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.383e-06 8.347e-05 -1.000 1.968e-04 0.347 1.301 0.580 0.317 0.252 0.243
0.0001957 -1.90000 10.00000 0.8458052278 2.4337513249    0.790  1.773  3.7822  2.643    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.383e-06 8.347e-05 -1.000 1.967e-04 0.337 1.309 0.585 0.308 0.236 0.223
0.0001957 -1.90000 10.00000 0.8458614349 2.4337686178    0.790  1.778  3.7780  2.622    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.384e-06 8.347e-05 -1.000 1.968e-04 0.325 1.318 0.589 0.297 0.219 0.201
0.0001957 -1.90000 10.00000 0.8459150791 2.4337851196    0.790  1.783  3.7745  2.603    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.384e-06 8.348e-05 -1.000 1.968e-04 0.314 1.325 0.590 0.286 0.202 0.180
0.0001957 -1.90000 10.00000 0.8459686637 2.4338016007    0.790  1.787  3.7719  2.588    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.384e-06 8.348e-05 -1.000 1.968e-04 0.303 1.329 0.590 0.276 0.188 0.163
0.0001957 -1.90000 10.00000 0.8460215330 2.4338178595    0.790  1.793  3.7686  2.569    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.385e-06 8.348e-05 -1.000 1.968e-04 0.288 1.332 0.587 0.262 0.168 0.140
0.0001957 -1.90000 10.00000 0.8460751176 2.4338343358    0.790  1.800  3.7654  2.549    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.385e-06 8.348e-05 -1.000 1.968e-04 0.270 1.332 0.582 0.245 0.146 0.115
0.0001957 -1.90000 10.00000 0.8461284041 2.4338507181    0.790  1.807  3.7624  2.530    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.385e-06 8.348e-05 -1.000 1.968e-04 0.252 1.330 0.575 0.227 0.124 0.089
0.0001957 -1.90000 10.00000 0.8461632729 2.4338614368    0.790  1.805  3.7635  2.537    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.385e-06 8.348e-05 -1.000 1.968e-04 0.258 1.330 0.577 0.233 0.131 0.097
0.0001957 -1.90000 10.00000 0.8462157845 2.4338775771    0.790  1.817  3.7589  2.506    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.386e-06 8.348e-05 -1.000 1.968e-04 0.227 1.325 0.565 0.204 0.095 0.056
0.0001957 -1.90000 10.00000 0.8462701440 2.4338942828    0.790  1.833  3.7543  2.472    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.386e-06 8.348e-05 -1.000 1.968e-04 0.189 1.316 0.545 0.167 0.051 0.007
0.0001957 -1.90000 10.00000 0.8463231921 2.4339105832    0.790  1.859  3.7479  2.420    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.386e-06 8.348e-05 -1.000 1.968e-04 0.122 1.292 0.504 0.103 -0.023 -0.074
0.0001957 -1.90000 10.00000 0.8463552594 2.4339204356    0.790  1.890  3.7415  2.364    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.387e-06 8.348e-05 -1.000 1.968e-04 0.045 1.259 0.452 0.028 -0.108 -0.166
0.0001957 -1.90000 10.00000 0.8463712931 2.4339253614    0.790  1.924  3.7355  2.306    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.387e-06 8.348e-05 -1.000 1.968e-04 -0.040 1.224 0.393 -0.054 -0.200 -0.264
0.0001957 -1.90000 10.00000 0.8463781476 2.4339274672    0.790  1.958  3.7303  2.251    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.387e-06 8.348e-05 -1.000 1.968e-04 -0.124 1.184 0.330 -0.136 -0.290 -0.361
0.0001957 -1.90000 10.00000 0.8463812470 2.4339284194    0.790  1.992  3.7259  2.200    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.387e-06 8.348e-05 -1.000 1.968e-04 -0.209 1.142 0.266 -0.218 -0.380 -0.455
0.0001957 -1.90000 10.00000 0.8463828564 2.4339289138    0.790  2.023  3.7224  2.155    4  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.387e-06 8.348e-05 -1.000 1.968e-04 -0.287 1.097 0.204 -0.294 -0.461 -0.539
0.0001957 -1.90000 10.00000 0.8463829160 2.4339289321    0.790  2.025  3.7222  2.151    7  0.000  0.530     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.534e-01 2.464e-01 3.317e-05 9.387e-06 8.348e-05 -1.000 1.968e-04 -0.293 1.093 0.198 -0.300 -0.467 -0.547
