,Zini,MH,logAge,Mini,int_IMF,Mass,logL,logTe,logg,label,McoreTP,C_O,period0,period1,period2,period3,period4,pmode,Mloss,tau1m,X,Y,Xc,Xn,Xo,Cexcess,Z,mbolmag,u*mag,g'mag,r'mag,i'mag,z'mag,gr,r
144,0.00012351,-2.1,10.1,0.7899308205,2.4151513385,0.731,2.299,3.7035,1.769,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.977,0.611,-0.387,-0.963,-1.163,-1.265,0.576,16.967121911934875
145,0.00012351,-2.1,10.1,0.7899150848,2.4151456726,0.731,2.257,3.7061,1.821,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.872,0.68,-0.297,-0.861,-1.056,-1.155,0.5640000000000001,17.069121911934875
146,0.00012351,-2.1,10.1,0.7898980379,2.4151395342,0.731,2.214,3.7089,1.875,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.766,0.749,-0.207,-0.757,-0.948,-1.043,0.55,17.173121911934874
147,0.00012351,-2.1,10.1,0.7898802161,2.4151331165,0.731,2.167,3.7123,1.936,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.648,0.826,-0.106,-0.642,-0.826,-0.918,0.536,17.288121911934876
148,0.00012351,-2.1,10.1,0.7898655534,2.4151278362,0.73,2.138,3.7147,1.974,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001304,-0.576,0.87,-0.046,-0.571,-0.752,-0.841,0.5249999999999999,17.359121911934874
149,0.00012351,-2.1,10.1,0.789849937,2.4151222121,0.73,2.148,3.7144,1.963,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.6,0.85,-0.069,-0.595,-0.776,-0.865,0.526,17.335121911934877
150,0.00012351,-2.1,10.1,0.7898474336,2.4151213105,0.73,2.171,3.7126,1.933,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.658,0.814,-0.118,-0.652,-0.836,-0.927,0.534,17.278121911934875
151,0.00012351,-2.1,10.1,0.7898460627,2.4151208168,0.73,2.148,3.7141,1.962,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.599,0.854,-0.067,-0.594,-0.776,-0.865,0.5269999999999999,17.336121911934875
152,0.00012351,-2.1,10.1,0.7898452878,2.4151205377,0.73,2.112,3.7167,2.009,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.51,0.913,0.009,-0.507,-0.684,-0.77,0.516,17.423121911934874
153,0.00012351,-2.1,10.1,0.7898444533,2.4151202372,0.73,2.073,3.7199,2.06,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.412,0.976,0.091,-0.412,-0.583,-0.666,0.503,17.518121911934877
154,0.00012351,-2.1,10.1,0.7898436785,2.4151199581,0.73,2.033,3.7235,2.115,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.313,1.041,0.174,-0.315,-0.481,-0.56,0.489,17.615121911934875
155,0.00012351,-2.1,10.1,0.7898427844,2.4151196361,0.73,1.993,3.7278,2.172,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.213,1.101,0.255,-0.217,-0.376,-0.451,0.472,17.713121911934877
156,0.00012351,-2.1,10.1,0.789842546,2.4151195503,0.73,1.984,3.7289,2.186,7,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.189,1.114,0.273,-0.194,-0.352,-0.424,0.467,17.736121911934877
157,0.00012351,-2.1,10.1,0.7898424864,2.4151195288,0.73,1.983,3.729,2.186,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.188,1.115,0.274,-0.193,-0.351,-0.423,0.467,17.737121911934874
158,0.00012351,-2.1,10.1,0.7898417115,2.4151192497,0.73,1.962,3.7322,2.221,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,-0.134,1.141,0.314,-0.141,-0.293,-0.362,0.45499999999999996,17.789121911934878
159,0.00012351,-2.1,10.1,0.7898398042,2.4151185628,0.73,1.928,3.7381,2.278,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001304,-0.051,1.175,0.372,-0.061,-0.203,-0.265,0.433,17.869121911934876
160,0.00012351,-2.1,10.1,0.7898356318,2.4151170601,0.73,1.894,3.7461,2.345,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.036,1.205,0.426,0.023,-0.107,-0.161,0.40299999999999997,17.953121911934875
161,0.00012351,-2.1,10.1,0.7898263931,2.4151137326,0.73,1.861,3.7554,2.414,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.118,1.228,0.47,0.1,-0.015,-0.058,0.37,18.030121911934877
162,0.00012351,-2.1,10.1,0.7898059487,2.415106369,0.73,1.829,3.7672,2.494,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.198,1.24,0.504,0.177,0.08,0.05,0.327,18.107121911934875
163,0.00012351,-2.1,10.1,0.7897681594,2.4150927568,0.73,1.803,3.7803,2.572,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.263,1.237,0.519,0.238,0.163,0.147,0.281,18.168121911934875
164,0.00012351,-2.1,10.1,0.7897233367,2.4150766093,0.73,1.788,3.7905,2.628,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.301,1.23,0.518,0.275,0.217,0.21,0.243,18.205121911934874
165,0.00012351,-2.1,10.1,0.7896777391,2.4150601804,0.73,1.777,3.7989,2.672,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.327,1.222,0.514,0.3,0.256,0.258,0.21400000000000002,18.230121911934877
166,0.00012351,-2.1,10.1,0.7896689177,2.4150570018,0.73,1.777,3.8002,2.678,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.329,1.218,0.511,0.302,0.26,0.264,0.20900000000000002,18.232121911934875
167,0.00012351,-2.1,10.1,0.7896245122,2.4150409999,0.73,1.768,3.8086,2.72,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.35,1.208,0.502,0.324,0.296,0.308,0.178,18.254121911934877
168,0.00012351,-2.1,10.1,0.7895804048,2.4150251034,0.73,1.761,3.8161,2.756,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.367,1.2,0.493,0.342,0.327,0.346,0.15099999999999997,18.272121911934875
169,0.00012351,-2.1,10.1,0.7895363569,2.4150092263,0.73,1.755,3.8239,2.794,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.383,1.191,0.486,0.361,0.359,0.385,0.125,18.291121911934876
170,0.00012351,-2.1,10.1,0.7894927859,2.4149935191,0.73,1.749,3.8321,2.833,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001304,0.399,1.183,0.477,0.38,0.391,0.425,0.09699999999999998,18.310121911934875
171,0.00012351,-2.1,10.1,0.7894483805,2.414977509,0.73,1.742,3.8404,2.873,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.414,1.177,0.469,0.4,0.426,0.467,0.06899999999999995,18.330121911934874
172,0.00012351,-2.1,10.1,0.7894053459,2.4149619913,0.73,1.737,3.8483,2.91,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.429,1.172,0.462,0.419,0.459,0.507,0.04300000000000004,18.349121911934876
173,0.00012351,-2.1,10.1,0.7893604636,2.4149458051,0.73,1.731,3.8566,2.949,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001304,0.443,1.167,0.455,0.44,0.494,0.549,0.015000000000000013,18.370121911934877
174,0.00012351,-2.1,10.1,0.7893132567,2.4149287784,0.73,1.725,3.8647,2.987,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.458,1.164,0.449,0.462,0.529,0.592,-0.013000000000000012,18.392121911934876
175,0.00012351,-2.1,10.1,0.7892691493,2.4149128674,0.73,1.72,3.8718,3.021,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.47,1.162,0.445,0.483,0.562,0.631,-0.03799999999999998,18.413121911934876
176,0.00012351,-2.1,10.1,0.7892239094,2.4148965459,0.73,1.715,3.8786,3.053,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.482,1.16,0.443,0.505,0.595,0.669,-0.062,18.435121911934875
177,0.00012351,-2.1,10.1,0.78921628,2.4148937931,0.73,1.714,3.8797,3.058,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.484,1.16,0.443,0.508,0.601,0.675,-0.065,18.438121911934875
178,0.00012351,-2.1,10.1,0.7892119884,2.4148922447,0.73,1.714,3.8804,3.061,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.485,1.159,0.443,0.511,0.604,0.679,-0.068,18.441121911934875
179,0.00012351,-2.1,10.1,0.7891666889,2.4148758989,0.73,1.709,3.8873,3.093,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.497,1.158,0.443,0.535,0.639,0.718,-0.09200000000000003,18.465121911934876
180,0.00012351,-2.1,10.1,0.7891181707,2.4148583892,0.73,1.704,3.8941,3.125,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.509,1.159,0.446,0.56,0.674,0.759,-0.11400000000000005,18.490121911934875
181,0.00012351,-2.1,10.1,0.7890708447,2.4148413074,0.73,1.7,3.9,3.153,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.52,1.16,0.451,0.584,0.706,0.795,-0.13299999999999995,18.514121911934875
182,0.00012351,-2.1,10.1,0.7890248895,2.4148247182,0.73,1.696,3.9054,3.178,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.529,1.163,0.459,0.606,0.736,0.828,-0.14699999999999996,18.536121911934877
183,0.00012351,-2.1,10.1,0.7889791131,2.4148081913,0.73,1.693,3.91,3.2,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.537,1.166,0.466,0.626,0.762,0.857,-0.15999999999999998,18.556121911934877
184,0.00012351,-2.1,10.1,0.7889306545,2.4147906936,0.729,1.69,3.9144,3.221,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.545,1.17,0.475,0.646,0.788,0.885,-0.17100000000000004,18.576121911934877
185,0.00012351,-2.1,10.1,0.7888845205,2.414774033,0.729,1.687,3.9181,3.238,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.552,1.174,0.483,0.662,0.809,0.909,-0.17900000000000005,18.592121911934875
186,0.00012351,-2.1,10.1,0.7888386846,2.4147574778,0.729,1.685,3.9212,3.253,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.557,1.177,0.49,0.677,0.827,0.929,-0.18700000000000006,18.607121911934875
187,0.00012351,-2.1,10.1,0.7887893915,2.4147396715,0.729,1.683,3.924,3.265,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.562,1.181,0.497,0.69,0.843,0.947,-0.19299999999999995,18.620121911934877
188,0.00012351,-2.1,10.1,0.7887420654,2.4147225733,0.729,1.682,3.9261,3.276,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.566,1.183,0.503,0.7,0.856,0.961,-0.19699999999999995,18.630121911934875
189,0.00012351,-2.1,10.1,0.7886970043,2.4147062913,0.729,1.681,3.9278,3.283,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.568,1.185,0.508,0.708,0.866,0.972,-0.19999999999999996,18.638121911934874
190,0.00012351,-2.1,10.1,0.7886524796,2.4146902009,0.729,1.68,3.9291,3.289,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.571,1.187,0.511,0.714,0.873,0.981,-0.20299999999999996,18.644121911934874
191,0.00012351,-2.1,10.1,0.7886042595,2.4146727728,0.729,1.679,3.93,3.294,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.572,1.188,0.513,0.718,0.879,0.986,-0.20499999999999996,18.648121911934876
192,0.00012351,-2.1,10.1,0.788559556,2.4146566134,0.729,1.679,3.9306,3.296,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.573,1.189,0.515,0.721,0.882,0.99,-0.20599999999999996,18.651121911934876
193,0.00012351,-2.1,10.1,0.7885116935,2.4146393098,0.729,1.679,3.9309,3.298,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001304,0.574,1.189,0.517,0.723,0.884,0.993,-0.20599999999999996,18.653121911934875
194,0.00012351,-2.1,10.1,0.7884635329,2.4146218961,0.729,1.678,3.931,3.298,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.574,1.189,0.517,0.724,0.885,0.993,-0.20699999999999996,18.654121911934876
195,0.00012351,-2.1,10.1,0.7884165645,2.414604911,0.729,1.679,3.9308,3.297,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.574,1.189,0.516,0.723,0.884,0.992,-0.20699999999999996,18.653121911934875
196,0.00012351,-2.1,10.1,0.7883701324,2.4145881176,0.729,1.679,3.9305,3.296,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.574,1.189,0.516,0.721,0.882,0.99,-0.20499999999999996,18.651121911934876
197,0.00012351,-2.1,10.1,0.7883238196,2.414571365,0.729,1.678,3.9302,3.295,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.574,1.19,0.516,0.721,0.881,0.989,-0.20499999999999996,18.651121911934876
198,0.00012351,-2.1,10.1,0.7882761955,2.4145541358,0.729,1.66,3.9396,3.351,4,0.0,0.532,0.0,0.0,0.0,0.0,0.0,-1,-1e-30,0.0,0.7556,0.2443,2.201e-05,6.146e-06,5.515e-05,-1.0,0.0001305,0.62,1.235,0.579,0.8,0.97,1.083,-0.22100000000000009,18.730121911934877
